rep,id,U,L,L_gap,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,125886,10896.4,1.33433,1.48764,0.185721,1.14938,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,125886,10896.4,1.33433,1.48764,0.0710306,1.14938,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,125886,10896.4,1.33433,1.48764,0.0986756,1.14938,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,125886,10896.4,1.33433,1.48764,0.057774,1.14938,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,125886,10896.4,1.33433,1.48764,0.078635,1.14938,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,125886,10896.4,1.33433,1.48764,0.14866,1.14938,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,125886,10896.4,1.33433,1.48764,0.10435,1.14938,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,125886,10896.4,1.33433,1.48764,0.0819952,1.14938,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,125886,10896.4,1.33433,1.48764,0.227899,1.14938,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,125886,10896.4,1.33433,1.48764,0.193225,1.14938,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,9.8016e-10,1.14938,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,1.25976e+06,1.14938,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,7.82726e+11,1.14938,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,2.36428e+17,1.14938,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,125886,10893.6,35.6488,-0.46168,3.76808e-08,1.14938,False,69.0|274,411
