id,importanceSampling
411|4,132.727315
411|3,146.021519
411|5,158.482286
411|6,162.050769
411|8,135.399779
411|7,136.855057
411|9,153.580785
411|10,161.318908
411|12,104.436509
411|11,100.457228
411|1,82.661497
411|2,147.184178
152|8,143.016729
152|7,143.125836
152|6,149.379849
152|5,148.252832
152|12,139.308517
152|11,136.513868
152|10,109.711918
152|9,146.421804
152|3,144.580873
152|4,111.200304
152|1,77.867225
152|2,151.959045
1056|8,140.271088
1056|7,109.167575
1056|6,112.828824
1056|5,113.385638
1056|12,164.222758
1056|11,155.194010
1056|10,145.762162
1056|9,146.100807
1056|4,142.804756
1056|3,139.856129
1056|1,77.163990
1056|2,163.489429
462|6,164.641580
462|5,165.629238
462|4,170.854521
462|3,170.065855
462|9,138.931892
462|10,142.252904
462|7,150.921674
462|8,149.771380
462|11,96.696154
462|12,167.821843
462|1,90.887001
462|2,161.514500
1159|8,152.665039
1159|7,154.283631
1159|5,158.496157
1159|6,157.865382
1159|11,146.896010
1159|12,157.931495
1159|9,131.115972
1159|10,164.003225
1159|4,149.803944
1159|3,147.844300
1159|1,81.516429
1159|2,159.122272
1197|7,131.969351
1197|8,130.842902
1197|6,105.601386
1197|5,137.424381
1197|12,101.422903
1197|10,142.332258
1197|9,107.014564
1197|3,130.312130
1197|4,131.401971
1197|11,135.922985
1197|1,48.882811
1197|2,159.449958
