rep,id,eta_U,eta_L,eta_m,eta_e,eta_s,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,0,0,0,-2.31524,0,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,0,0,0,-0.576212,0,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,0,0,0,-0.267448,0,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,0,0,0,2.4786,0,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,0,0,0,-1.37086,0,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,0,0,0,0.697116,0,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,0,0,0,1.1714,0,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,0,0,0,-1.93358,0,0,0,False,69.0|162,84
1,8|84|sample|10|162,0,0,0,-0.83298,0,0,0,True,32.0|162,84
1,8|84|sample|11|162,0,0,0,-0.939747,0,0,0,True,22.0|162,84
1,8|84|sample|12|162,0,0,0,-0.740315,0,0,0,True,22.0|162,84
1,8|84|sample|3|162,0,0,0,-2.69712,0,0,0,True,55.0|162,84
1,8|84|sample|4|162,0,0,0,-2.50541,0,0,0,True,55.0|162,84
1,8|84|sample|5|162,0,0,0,-3.64003,0,0,0,True,55.0|162,84
1,8|84|sample|6|162,0,0,0,-3.65661,0,0,0,True,55.0|162,84
1,8|84|sample|7|162,0,0,0,-1.2167,0,0,0,True,32.0|162,84
1,8|84|sample|8|162,0,0,0,-1.12305,0,0,0,True,32.0|162,84
1,8|84|sample|9|162,0,0,0,-1.10786,0,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,0,0,0,0.0597666,0,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,0,0,0,-0.229935,0,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,0,0,0,1.34453,0,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,0,0,0,0.670155,0,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,0,0,0,-0.89236,0,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,0,0,0,-3.99062,0,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,0,0,0,-1.62527,0,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,0,0,0,0.239198,0,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,0,0,0,-1.98411,0,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,0,0,0,2.18142,0,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,0,0,0,-0.913231,0,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,0,0,0,-4.41041,0,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,0,0,0,-2.39409,0,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,0,0,0,0.852481,0,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,0,0,0,-0.73075,0,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,0,0,0,0.990001,0,0,0,False,69.0|274,719
1,8|719|sample|10|274,0,0,0,0.262504,0,0,0,True,32.0|274,719
1,8|719|sample|11|274,0,0,0,1.22161,0,0,0,True,22.0|274,719
1,8|719|sample|12|274,0,0,0,1.29244,0,0,0,True,22.0|274,719
