rep,id,U,L,L_gap,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.00005,-0.00496528,0.560865,1.21623,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.00005,-0.00496528,0.560865,1.36005,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.00005,-0.00496528,0.560865,1.53156,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.00005,-0.00496528,0.560865,1.71395,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.00005,-0.00496528,0.560865,2.37306,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.00005,-0.00496528,0.560865,1.99264,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.00005,-0.00496528,0.560865,0.967203,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.00005,-0.00496528,0.560865,0.733358,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.00005,-0.00496528,0.560865,2.22558,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.00005,-0.00496528,0.560865,1.39289,0.514685,0.000266519,1.43735e-09,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,1.85116,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,-1.51462,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,-0.962447,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,1.10427,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,-1.49424,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,2.30725,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,1.51064,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.00005,-0.00496528,7.67079,-1.44824,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.00005,-0.00496528,7.67079,-1.70634,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.00005,-0.00496528,7.67079,-0.0201246,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.00005,-0.00496528,7.67079,-0.568927,1.71465,0.000266519,1.43735e-09,False,69.0|274,411
