id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,9.11961e-09,0,-0.524745,0,0,9.59233e-14,0,-0.487888,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-2.1908e-09,0,-1.05204,0,0,-1.65645e-13,0,-1.06286,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-1.19238e-09,0,-0.378874,0,0,-8.61533e-14,0,-0.396991,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-4.85394e-09,0,-0.295512,0,0,-1.803e-13,0,-0.323891,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,2.90567e-09,0,-0.667304,0,0,3.79696e-14,0,-0.747754,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-2.17534e-09,0,-0.771513,0,0,2.90878e-13,0,-0.819751,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,8.97162e-09,0,-0.37645,0,0,-2.66009e-13,0,-0.485617,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-2.43106e-09,0,-0.306996,0,0,-2.55573e-13,0,-0.345598,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,4.16422e-10,0,-0.914408,0,0,-5.55112e-14,0,-0.922484,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,2.78077e-09,0,-0.661673,0,0,1.19016e-13,0,-0.740222,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-8.15358e-09,0,-0.174416,0,0,-9.46465e-15,0,-2.06201e-08,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-7.65139e-09,0,-0.586767,0,0,-3.60822e-15,0,1.84257e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,3.4936e-09,0,0.218656,0,0,3.77476e-15,0,4.37647e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,2.06432e-09,0,0.0639278,0,0,-7.93809e-15,0,-2.14439e-07,0,0,False,69.0|274,411
