rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,-1.71755e-08,2.9367e-08,-16.3735,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,-8.63656e-08,-3.03705e-08,-22.85,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,6.86113e-08,2.41787e-09,-7.65052,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,1.89534e-08,-8.90457e-09,5.08232,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,-9.91929e-09,2.02069e-09,-7.80583,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,4.52882e-08,-4.83602e-09,0.16365,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,-5.58217e-08,1.86338e-08,13.6453,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-5.07243e-08,3.8736e-10,-2.8113,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-1.11552e-08,-1.00333e-08,-6.24868,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,6.16409e-08,1.03901e-08,-14.7719,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,-9.93793e-09,-3.39611e-08,5.34939,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,1.06166e-07,-1.14999e-08,-11.7302,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-1.37071e-08,1.95294e-08,11.3387,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,2.611e-08,1.01119e-08,-8.90526,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,4.58377e-08,3.41126e-08,-5.01673,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-5.25893e-09,4.66659e-09,-21.3606,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-3.97845e-08,-4.11862e-10,9.92236,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-1.22935e-07,-2.19451e-08,-31.6107,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,-7.92704e-09,7.94521e-09,-7.12657,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,4.58641e-08,-1.27558e-08,6.0732,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-3.06735e-08,4.80105e-09,6.18892,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,3.58449e-08,2.8954e-08,12.3002,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,8.08609e-09,7.00342e-09,-2.77459,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,5.0356e-08,4.85478e-09,-7.51929,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,1.53295e-08,-2.68999e-08,-24.7847,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,5.38444e-09,1.65085e-09,8.80411,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,-6.15977e-08,1.9599e-09,5.296,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,3.98612e-08,-6.36772e-09,-0.267594,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,-2.49036e-08,-7.83717e-09,0.411535,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,-6.56826e-09,5.3961e-09,6.07222,0,0,True,6.0|71,783
