rep,id,f,h,L_gap,eta_alpha,mab_virus,run_id
1,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|4,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
1,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|3,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
1,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|5,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
1,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|6,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
1,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|8,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
1,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|7,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
1,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|9,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
1,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
2,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
3,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
4,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
5,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
6,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
7,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
8,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
9,411|10,0.504171,1.50948,-26.2008,0.0324119,70.0|274,411
