rep,id,eta_f,eta_h,eta_L_gap,eta_eta_alpha,mab_virus,run_id
1,411|4,0,5.41498e-08,3.90762e-08,0,70.0|274,411
2,411|4,0,-2.57369e-08,-5.5677e-08,0,70.0|274,411
3,411|4,0,2.062e-08,-7.07382e-09,0,70.0|274,411
4,411|4,0,9.43719e-09,4.24854e-09,0,70.0|274,411
5,411|4,0,-2.10843e-08,4.87284e-08,0,70.0|274,411
6,411|4,0,2.25735e-08,-3.27337e-08,0,70.0|274,411
7,411|4,0,1.1092e-08,-8.07515e-08,0,70.0|274,411
8,411|4,0,-1.98616e-08,-4.97998e-08,0,70.0|274,411
9,411|4,0,1.1063e-08,-3.67391e-09,0,70.0|274,411
1,411|3,0,-1.372e-08,1.84707e-08,0,70.0|274,411
2,411|3,0,1.33041e-08,-2.69364e-08,0,70.0|274,411
3,411|3,0,2.81867e-08,-5.80265e-09,0,70.0|274,411
4,411|3,0,-1.53461e-08,-5.09284e-09,0,70.0|274,411
5,411|3,0,1.44487e-08,-3.16646e-08,0,70.0|274,411
6,411|3,0,-4.4337e-08,-3.46787e-08,0,70.0|274,411
7,411|3,0,3.71709e-08,-4.26647e-08,0,70.0|274,411
8,411|3,0,-1.67871e-08,5.76214e-09,0,70.0|274,411
9,411|3,0,2.80691e-08,-7.25264e-08,0,70.0|274,411
1,411|5,0,1.98933e-08,-1.48405e-09,0,70.0|274,411
2,411|5,0,2.04624e-08,2.3059e-08,0,70.0|274,411
3,411|5,0,-5.09007e-08,8.44266e-08,0,70.0|274,411
4,411|5,0,-2.27915e-08,-1.3453e-08,0,70.0|274,411
5,411|5,0,-2.88703e-08,-2.19014e-08,0,70.0|274,411
6,411|5,0,-2.90051e-08,2.443e-08,0,70.0|274,411
7,411|5,0,-1.32026e-09,-6.97977e-08,0,70.0|274,411
8,411|5,0,-2.96661e-08,4.72383e-09,0,70.0|274,411
9,411|5,0,6.96215e-09,-5.52699e-09,0,70.0|274,411
1,411|6,0,8.86258e-09,1.55587e-08,0,70.0|274,411
2,411|6,0,5.74572e-08,-1.87285e-08,0,70.0|274,411
3,411|6,0,-2.65066e-08,2.31053e-08,0,70.0|274,411
4,411|6,0,-3.73417e-08,7.57761e-08,0,70.0|274,411
5,411|6,0,-4.96238e-08,-4.40639e-08,0,70.0|274,411
6,411|6,0,1.23441e-08,3.3824e-08,0,70.0|274,411
7,411|6,0,-2.99215e-08,-2.83829e-08,0,70.0|274,411
8,411|6,0,9.049e-09,-1.49229e-08,0,70.0|274,411
9,411|6,0,-7.6359e-09,2.26709e-08,0,70.0|274,411
1,411|8,0,3.56509e-09,2.03862e-09,0,70.0|274,411
2,411|8,0,8.80156e-09,-5.63331e-08,0,70.0|274,411
3,411|8,0,1.77786e-08,2.81231e-08,0,70.0|274,411
4,411|8,0,-8.51801e-09,-1.88719e-08,0,70.0|274,411
5,411|8,0,1.11963e-08,-5.7491e-08,0,70.0|274,411
6,411|8,0,-3.7017e-08,2.95506e-08,0,70.0|274,411
7,411|8,0,-1.99313e-08,-1.84246e-08,0,70.0|274,411
