id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-0.347208,0,0,-0.330853,0,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0.144881,0,0,0.176041,0,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-0.510446,0,0,-0.480617,0,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,-0.563212,0,0,-0.53104,0,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,-0.166195,0,0,-0.122488,0,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,-0.0810031,0,0,-0.043001,0,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,-0.478435,0,0,-0.399896,0,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,-0.549392,0,0,-0.526672,0,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,-0.0865647,0,0,-0.0704123,0,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-0.1814,0,0,-0.166029,0,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-0.0463386,0,0,-7.94219e-08,0,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-0.00788703,0,0,-8.88413e-08,0,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0.0544036,0,0,1.95688e-08,0,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,-0.0472873,0,0,-2.98618e-07,0,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,-0.0373904,0,0,2.02217e-07,0,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,-0.119796,0,0,4.19376e-09,0,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,-0.0735327,0,0,1.37971e-07,0,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0.0657318,0,0,-3.22705e-07,0,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0.0040766,0,0,-1.51598e-07,0,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0.000693049,0,0,-1.44918e-08,0,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0.0154184,0,0,-2.65386e-07,0,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,-0.0279247,0,0,5.76795e-09,0,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0.0453282,0,0,-1.6412e-07,0,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0.104056,0,0,1.20713e-07,0,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,-0.17254,0,0,1.40601e-07,0,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,-0.0479525,0,0,-1.18139e-07,0,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,-0.688777,0,0,-0.670135,0,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,-0.746972,0,0,-0.72072,0,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,-0.739442,0,0,-0.726296,0,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,-0.689458,0,0,-0.678674,0,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,-0.183264,0,0,-0.179112,0,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,-0.237701,0,0,-0.220914,0,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,-0.211342,0,0,-0.228062,0,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,-0.325053,0,0,-0.328889,0,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,-0.634407,0,0,-0.628248,0,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,-0.657413,0,0,-0.645269,0,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,0.093779,0,0,-4.7213e-08,0,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,0.0230243,0,0,-1.20433e-07,0,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,-0.0868,0,0,3.66894e-08,0,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,0.00941031,0,0,6.90366e-08,0,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,0.0534174,0,0,-2.97027e-07,0,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,-0.0959138,0,0,1.5721e-07,0,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,-0.0862959,0,0,2.00432e-07,0,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,-0.0503631,0,0,-1.9066e-07,0,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0,0.0691892,0,0,9.36281e-08,0,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0,0.0550924,0,0,2.75853e-07,0,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0,-0.0843508,0,0,1.41285e-07,0,69.0|322,152
