id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,-0.0987208,0,0,0,0,-3.29339e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,0.0232665,0,0,0,0,-1.6878e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,0.185573,0,0,0,0,1.95924e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-0.175349,0,0,0,0,-9.65955e-08,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,-0.217491,0,0,0,0,-3.58776e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,-0.330592,0,0,0,0,-8.18067e-08,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,-0.0557863,0,0,0,0,4.0432e-07,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,0.169251,0,0,0,0,-1.18895e-07,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,-1.08992,0,0,0,0,-1.06666,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,-1.40818,0,0,0,0,-1.43522,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,-1.19521,0,0,0,0,-1.19923,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,-2.13032,0,0,0,0,-2.09032,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,-2.02301,0,0,0,0,-1.95478,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,-2.12816,0,0,0,0,-2.08287,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,-2.33699,0,0,0,0,-2.29247,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,-1.32072,0,0,0,0,-1.26964,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,-1.17572,0,0,0,0,-1.19134,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,-1.0376,0,0,0,0,-1.0781,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,0.0182321,0,0,0,0,-2.02002e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,-0.0448888,0,0,0,0,1.06067e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,-0.0917643,0,0,0,0,2.7663e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,-0.218791,0,0,0,0,1.0302e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,-0.0920199,0,0,0,0,5.16481e-08,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,0.00227913,0,0,0,0,-2.22801e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,-0.0486997,0,0,0,0,1.25983e-09,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,0.111756,0,0,0,0,-4.26155e-07,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,-0.0423817,0,0,0,0,2.55961e-07,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0,0.0108502,0,0,0,0,-2.04238e-07,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0,-0.0539373,0,0,0,0,1.21872e-07,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0,0.196122,0,0,0,0,1.90523e-07,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0,0.30459,0,0,0,0,5.18469e-08,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0,-0.0783973,0,0,0,0,1.62618e-07,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0,-0.060146,0,0,0,0,3.37122e-07,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0,0.193557,0,0,0,0,-2.79143e-07,0,0,False,69.0|274,719
8|719|sample|10|274,0,0,-0.229324,0,0,0,0,-0.206055,0,0,True,32.0|274,719
8|719|sample|11|274,0,0,0.0508243,0,0,0,0,0.0470453,0,0,True,22.0|274,719
8|719|sample|12|274,0,0,0.0941833,0,0,0,0,0.0630999,0,0,True,22.0|274,719
8|719|sample|3|274,0,0,-2.33605,0,0,0,0,-2.33668,0,0,True,55.0|274,719
8|719|sample|4|274,0,0,-2.48989,0,0,0,0,-2.36559,0,0,True,55.0|274,719
8|719|sample|5|274,0,0,-2.28222,0,0,0,0,-2.29011,0,0,True,55.0|274,719
8|719|sample|6|274,0,0,-2.2093,0,0,0,0,-2.19845,0,0,True,55.0|274,719
8|719|sample|7|274,0,0,-0.253675,0,0,0,0,-0.206355,0,0,True,32.0|274,719
8|719|sample|8|274,0,0,-0.19444,0,0,0,0,-0.189503,0,0,True,32.0|274,719
8|719|sample|9|274,0,0,-0.249493,0,0,0,0,-0.190848,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,0,0.1455,0,0,0,0,-1.52656e-07,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,0,-0.152023,0,0,0,0,3.66366e-07,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,0,-0.114615,0,0,0,0,-2.26773e-07,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,0,0.0499355,0,0,0,0,2.45912e-09,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,0,0.0310896,0,0,0,0,-1.3362e-07,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,0,0.183846,0,0,0,0,-1.07188e-07,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,0,-0.189961,0,0,0,0,1.25989e-08,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,0,0.0105256,0,0,0,0,-8.97668e-08,0,0,False,69.0|274,719
8|488|cc|1|1|322,0,0,-0.169993,0,0,0,0,-2.84896e-07,0,0,False,69.0|322,488
8|488|cc|2|1|322,0,0,0.0285372,0,0,0,0,-7.72341e-08,0,0,False,69.0|322,488
8|488|cc|3|1|322,0,0,0.291044,0,0,0,0,3.05522e-07,0,0,False,69.0|322,488
8|488|cc|4|1|322,0,0,-0.115819,0,0,0,0,-3.41357e-07,0,0,False,69.0|322,488
8|488|cc|5|1|322,0,0,-0.059376,0,0,0,0,1.99781e-08,0,0,False,69.0|322,488
8|488|cc|6|1|322,0,0,-0.0899645,0,0,0,0,1.52344e-07,0,0,False,69.0|322,488
8|488|cc|7|1|322,0,0,0.0839846,0,0,0,0,-2.07209e-07,0,0,False,69.0|322,488
8|488|cc|8|1|322,0,0,0.232514,0,0,0,0,1.03407e-07,0,0,False,69.0|322,488
8|488|sample|10|322,0,0,0.736288,0,0,0,0,0.750659,0,0,True,32.0|322,488
8|488|sample|11|322,0,0,-0.414598,0,0,0,0,-0.408502,0,0,True,22.0|322,488
8|488|sample|12|322,0,0,-0.340148,0,0,0,0,-0.242945,0,0,True,22.0|322,488
8|488|sample|3|322,0,0,-3.52516,0,0,0,0,-3.39664,0,0,True,55.0|322,488
8|488|sample|4|322,0,0,-3.4933,0,0,0,0,-3.4935,0,0,True,55.0|322,488
8|488|sample|5|322,0,0,-3.64101,0,0,0,0,-3.65389,0,0,True,55.0|322,488
8|488|sample|6|322,0,0,-3.69712,0,0,0,0,-3.71405,0,0,True,55.0|322,488
8|488|sample|7|322,0,0,0.317978,0,0,0,0,0.338861,0,0,True,32.0|322,488
8|488|sample|8|322,0,0,0.287287,0,0,0,0,0.390855,0,0,True,32.0|322,488
8|488|sample|9|322,0,0,0.595198,0,0,0,0,0.567825,0,0,True,32.0|322,488
8|488|vc|1|2|322,0,0,-0.0368197,0,0,0,0,-1.6722e-07,0,0,False,69.0|322,488
