rep,id,U,L,h,f,alpha,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,52968.2,769.639,0.159,0.00290034,0.23883,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,52968.2,769.639,0.159,0.00449678,0.23883,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,52968.2,769.639,0.159,36.4705,0.23883,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,52968.2,769.639,0.159,1.24413,0.23883,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,52968.2,769.639,0.159,0.0344592,0.23883,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,52968.2,769.639,0.159,0.00385037,0.23883,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,52968.2,769.639,0.159,139.432,0.23883,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,52968.2,769.639,0.159,0.103415,0.23883,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,52968.2,769.639,0.159,0.0031813,0.23883,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,52968.2,769.639,0.159,0.00996033,0.23883,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,52968.2,766.878,0.159,10.5507,0.23883,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,52968.2,766.878,0.159,136.518,0.23883,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,52968.2,766.878,0.159,1.5425,0.23883,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,52968.2,766.878,0.159,0.708472,0.23883,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,52968.2,766.878,0.159,0.000249799,0.23883,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,52968.2,766.878,0.159,1.22641e-05,0.23883,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,52968.2,766.878,0.159,4.13063,0.23883,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,52968.2,766.878,0.159,0.000298331,0.23883,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,52968.2,766.878,0.159,0.320676,0.23883,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,52968.2,766.878,0.159,0.240674,0.23883,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,52968.2,766.878,0.159,0.011981,0.23883,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,52968.2,766.878,0.159,1.94334e-07,0.23883,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,52968.2,766.878,0.159,0.459622,0.23883,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,52968.2,766.878,0.159,0.0013607,0.23883,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,52968.2,766.878,0.159,7.58291e-07,0.23883,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,52968.2,766.878,0.159,4.02188,0.23883,False,69.0|274,411
1,14|705|14|705|sample|3|233|3|233|6.0,52967.1,768.338,0.159,0.000102103,1.76892,False,6.0|233,705
1,14|705|14|705|sample|4|233|4|233|6.0,52967.1,768.338,0.159,0.00224404,1.76892,False,6.0|233,705
1,14|705|14|705|sample|5|233|5|233|6.0,52967.1,768.338,0.159,0.0923235,1.76892,False,6.0|233,705
1,14|705|14|705|sample|6|233|6|233|6.0,52967.1,768.338,0.159,0.000430425,1.76892,False,6.0|233,705
1,14|705|14|705|sample|7|233|7|233|6.0,52967.1,768.338,0.159,0.00014013,1.76892,False,6.0|233,705
1,14|705|14|705|sample|8|233|8|233|6.0,52967.1,768.338,0.159,0.000189666,1.76892,False,6.0|233,705
1,14|705|14|705|sample|10|233|10|233|6.0,52966.7,768.338,0.159,6.79662e-08,1.76892,True,6.0|233,705
1,14|705|14|705|sample|9|233|9|233|6.0,52966.7,768.338,0.159,1.07137e-06,1.76892,True,6.0|233,705
1,14|705|14|705|sample|12|233|12|233|6.0,52966.7,768.338,0.159,1.20824e-06,1.76892,True,6.0|233,705
1,14|705|14|705|sample|11|233|11|233|6.0,52966.7,768.338,0.159,4.33611e-07,1.76892,True,6.0|233,705
1,14|705|14|705|cc|1|1|233|1|233|69.0,52966.8,766.519,0.159,0.131695,1.76892,False,69.0|233,705
1,14|705|14|705|cc|2|1|233|1|233|69.0,52966.8,766.519,0.159,9.26485e-05,1.76892,False,69.0|233,705
1,14|705|14|705|cc|3|1|233|1|233|69.0,52966.8,766.519,0.159,0.0011382,1.76892,False,69.0|233,705
1,14|705|14|705|cc|4|1|233|1|233|69.0,52966.8,766.519,0.159,0.100987,1.76892,False,69.0|233,705
1,14|705|14|705|cc|5|1|233|1|233|69.0,52966.8,766.519,0.159,0.0237302,1.76892,False,69.0|233,705
1,14|705|14|705|cc|6|1|233|1|233|69.0,52966.8,766.519,0.159,0.086354,1.76892,False,69.0|233,705
1,14|705|14|705|cc|7|1|233|1|233|69.0,52966.8,766.519,0.159,3800.21,1.76892,False,69.0|233,705
1,14|705|14|705|cc|8|1|233|1|233|69.0,52966.8,766.519,0.159,0.597155,1.76892,False,69.0|233,705
1,14|705|14|705|vc|1|2|233|2|233|69.0,52966.8,766.519,0.159,0.000309888,1.76892,False,69.0|233,705
1,14|705|14|705|vc|2|2|233|2|233|69.0,52966.8,766.519,0.159,29.2965,1.76892,False,69.0|233,705
1,14|705|14|705|vc|3|2|233|2|233|69.0,52966.8,766.519,0.159,139.819,1.76892,False,69.0|233,705
