rep,id,U,L,h,f,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.00006,795.414,-0.361031,0.000100147,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.00006,795.414,-0.361031,1.17432e-05,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.00006,795.414,-0.361031,0.0672098,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.00006,795.414,-0.361031,7.26482,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.00006,795.414,-0.361031,5.52389e-05,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.00006,795.414,-0.361031,2.27967e-13,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.00006,795.414,-0.361031,1.27917e+06,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.00006,795.414,-0.361031,0.0268403,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.00006,795.414,-0.361031,0.0105719,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.00006,795.414,-0.361031,0.0830197,1.64921e-10,1.0832,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.00006,789.562,0.808554,1.94311e+14,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.00006,789.562,0.808554,8.45513e+08,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.00006,789.562,0.808554,0.00575076,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.00006,789.562,0.808554,0.0117985,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.00006,789.562,0.808554,0.000432327,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.00006,789.562,0.808554,0.000207536,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.00006,789.562,0.808554,1.00341e-07,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.00006,789.562,0.808554,0.963655,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.00006,789.562,0.808554,5538.07,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.00006,789.562,0.808554,2.01456e+07,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.00006,789.562,0.808554,482397,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.00006,789.562,0.808554,2848.22,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.00006,789.562,0.808554,37231.3,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.00006,789.562,0.808554,5645.27,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.00006,789.562,0.808554,3.8305e+10,1.64921e-10,1.0832,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.00006,789.562,0.808554,2.88992e-05,1.64921e-10,1.0832,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,1.0001,792.804,-0.672712,11927.6,1.6521e-10,1.08323,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,1.0001,792.804,-0.672712,235.599,1.6521e-10,1.08323,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,1.0001,792.804,-0.672712,113.212,1.6521e-10,1.08323,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,1.0001,792.804,-0.672712,9.78911,1.6521e-10,1.08323,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,1.0001,792.804,-0.672712,0.0195098,1.6521e-10,1.08323,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,1.0001,792.804,-0.672712,4.28911e-13,1.6521e-10,1.08323,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,1.0001,792.804,-0.672712,2.7221,1.6521e-10,1.08323,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,1.0001,792.804,-0.672712,320.703,1.6521e-10,1.08323,True,6.0|71,783
