id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,1.01009e-06,-0.00750117,0,0,0,0,1.64011e-11,1.52668e-07,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,4.00238e-08,-0.0288358,0,0,0,0,-3.41762e-11,-6.21302e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,5.44356e-07,0.0419878,0,0,0,0,-1.17977e-11,5.20965e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-5.3312e-07,0.0260767,0,0,0,0,4.14411e-11,2.83837e-07,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,2.09725e-07,-0.0164587,0,0,0,0,3.70797e-11,1.20298e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,2.60403e-07,-0.00289624,0,0,0,0,-2.15623e-11,1.40031e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,-4.73217e-07,-0.0231647,0,0,0,0,-1.57736e-11,-2.35204e-07,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,-2.86085e-06,-0.00210639,0,0,0,0,6.01741e-12,-2.86682e-07,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,2.90063e-06,0.0472242,0,0,0,0,1.71999e-10,0.056422,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,-8.61583e-07,-0.0607579,0,0,0,0,-1.13779e-10,-0.0656993,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,6.81854e-07,0.0439047,0,0,0,0,1.20022e-10,0.0626739,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,-8.64893e-07,0.374753,0,0,0,0,9.5084e-10,0.417631,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,9.7533e-07,0.380472,0,0,0,0,1.07123e-09,0.458638,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,3.30921e-06,-0.185153,0,0,0,0,-3.34955e-10,-0.196761,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,1.6758e-06,-0.124459,0,0,0,0,-2.02677e-10,-0.132496,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,1.41773e-07,-0.0316185,0,0,0,0,-6.40252e-11,-0.033457,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,-5.55103e-07,-0.0259521,0,0,0,0,5.6561e-11,-0.00789067,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,-3.32991e-06,0.0248697,0,0,0,0,8.95706e-11,0.0594295,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,-2.5248e-06,-0.0126778,0,0,0,0,9.31832e-12,-2.31856e-07,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,2.06487e-06,-0.0125163,0,0,0,0,3.0647e-11,-8.02375e-08,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,-6.76518e-07,0.0144351,0,0,0,0,-2.10556e-11,-1.99012e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,7.84184e-07,-0.0223574,0,0,0,0,2.8356e-11,3.50702e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,1.0388e-06,0.0104715,0,0,0,0,-3.17857e-11,-3.02709e-07,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,-2.1463e-06,-0.00842869,0,0,0,0,3.68177e-11,-3.84488e-09,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,1.23888e-06,-0.00436877,0,0,0,0,2.98659e-11,3.53051e-07,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,-5.33606e-07,-0.00375486,0,0,0,0,-2.84297e-11,4.78563e-08,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,3.08115e-07,-0.0102333,0,0,0,0,3.43015e-12,3.89737e-07,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0,-1.23132e-06,-0.0159424,0,0,0,0,-5.84599e-12,-4.49923e-07,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0,-1.13105e-06,0.00805005,0,0,0,0,1.48379e-11,4.74319e-07,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0,-2.68214e-08,0.0110506,0,0,0,0,2.82077e-11,1.71589e-07,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0,5.2079e-07,-0.00249491,0,0,0,0,1.8245e-11,3.46352e-08,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0,9.70343e-07,0.00538596,0,0,0,0,-4.70894e-11,-5.41986e-08,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0,-1.90224e-07,-0.0043711,0,0,0,0,-2.77707e-11,-7.10265e-08,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0,2.10356e-06,-0.00717169,0,0,0,0,3.33955e-13,-1.90927e-07,0,0,False,69.0|274,719
8|719|sample|10|274,0,0,2.93225e-08,0.00688777,0,0,0,0,-2.21276e-11,0.0213425,0,0,True,32.0|274,719
8|719|sample|11|274,0,0,1.04324e-06,0.0832809,0,0,0,0,2.05851e-10,0.100718,0,0,True,22.0|274,719
8|719|sample|12|274,0,0,-8.76271e-07,0.112126,0,0,0,0,3.02248e-10,0.121759,0,0,True,22.0|274,719
8|719|sample|3|274,0,0,-2.8118e-07,0.0184045,0,0,0,0,7.22702e-11,0.0306437,0,0,True,55.0|274,719
