id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,0.125334,0,0,0,0,0,-2.07099e-07,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,0.129348,0,0,0,0,0,1.98219e-07,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,0.12943,0,0,0,0,0,-2.32552e-07,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,-0.12069,0,0,0,0,0,1.245e-07,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,-0.204302,0,0,0,0,0,2.20137e-07,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,0.00352818,0,0,0,0,0,2.29005e-07,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,-0.052732,0,0,0,0,0,-1.67434e-07,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,-0.0781946,0,0,0,0,0,-1.07013e-08,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,-1.02961,0,0,0,0,0,-1.00509,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,-1.33128,0,0,0,0,0,-1.33951,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,-1.11506,0,0,0,0,0,-1.09275,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,-2.44256,0,0,0,0,0,-2.43765,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,-2.3886,0,0,0,0,0,-2.36198,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,-3.74157,0,0,0,0,0,-3.77634,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,-3.56069,0,0,0,0,0,-3.65761,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,-1.19131,0,0,0,0,0,-1.18852,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,-1.18353,0,0,0,0,0,-1.13713,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,-1.06565,0,0,0,0,0,-1.00789,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,0.0823118,0,0,0,0,0,-1.43525e-07,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,-0.173731,0,0,0,0,0,-2.49266e-07,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,0.173355,0,0,0,0,0,-1.02655e-07,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,0.166664,0,0,0,0,0,-2.08376e-07,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,0.0610219,0,0,0,0,0,1.41848e-07,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,0.114203,0,0,0,0,0,1.21291e-07,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,0.0875308,0,0,0,0,0,-1.13193e-07,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,-0.0225373,0,0,0,0,0,-7.50531e-08,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,-0.046029,0,0,0,0,0,-1.49552e-07,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0,0.089413,0,0,0,0,0,-7.79985e-08,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0,0.0434782,0,0,0,0,0,-1.49131e-07,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0,0.00489953,0,0,0,0,0,2.18548e-07,0,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0,-0.192927,0,0,0,0,0,-1.13559e-07,0,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0,-0.0861417,0,0,0,0,0,-1.04047e-07,0,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0,0.0594357,0,0,0,0,0,-2.17933e-07,0,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0,0.0371184,0,0,0,0,0,-1.36772e-07,0,0,0,False,69.0|274,719
8|719|sample|10|274,0,0,-0.189182,0,0,0,0,0,-0.139114,0,0,0,True,32.0|274,719
8|719|sample|11|274,0,0,0.105305,0,0,0,0,0,0.134075,0,0,0,True,22.0|274,719
8|719|sample|12|274,0,0,0.37226,0,0,0,0,0,0.352594,0,0,0,True,22.0|274,719
8|719|sample|3|274,0,0,-2.10986,0,0,0,0,0,-2.12633,0,0,0,True,55.0|274,719
8|719|sample|4|274,0,0,-2.1983,0,0,0,0,0,-2.14704,0,0,0,True,55.0|274,719
8|719|sample|5|274,0,0,-2.25485,0,0,0,0,0,-2.27289,0,0,0,True,55.0|274,719
8|719|sample|6|274,0,0,-2.12514,0,0,0,0,0,-2.13616,0,0,0,True,55.0|274,719
8|719|sample|7|274,0,0,-0.166738,0,0,0,0,0,-0.15037,0,0,0,True,32.0|274,719
8|719|sample|8|274,0,0,-0.118622,0,0,0,0,0,-0.133747,0,0,0,True,32.0|274,719
8|719|sample|9|274,0,0,-0.148637,0,0,0,0,0,-0.117988,0,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,0,0.0388772,0,0,0,0,0,-1.2831e-07,0,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,0,-0.0153718,0,0,0,0,0,4.95333e-08,0,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,0,-0.257889,0,0,0,0,0,1.44231e-07,0,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,0,-0.230826,0,0,0,0,0,-2.09746e-07,0,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,0,0.131612,0,0,0,0,0,-4.18449e-09,0,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,0,-0.000725101,0,0,0,0,0,1.51878e-07,0,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,0,0.1041,0,0,0,0,0,1.2299e-07,0,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,0,-0.0329283,0,0,0,0,0,9.14341e-08,0,0,0,False,69.0|274,719
8|488|cc|1|1|322,0,0,-0.0574491,0,0,0,0,0,9.99143e-08,0,0,0,False,69.0|322,488
8|488|cc|2|1|322,0,0,-0.0642547,0,0,0,0,0,2.47083e-07,0,0,0,False,69.0|322,488
8|488|cc|3|1|322,0,0,0.0466906,0,0,0,0,0,1.01992e-07,0,0,0,False,69.0|322,488
8|488|cc|4|1|322,0,0,0.00198677,0,0,0,0,0,2.08373e-07,0,0,0,False,69.0|322,488
8|488|cc|5|1|322,0,0,-0.0921844,0,0,0,0,0,-1.11297e-07,0,0,0,False,69.0|322,488
8|488|cc|6|1|322,0,0,-0.110345,0,0,0,0,0,-7.32264e-08,0,0,0,False,69.0|322,488
8|488|cc|7|1|322,0,0,-0.078401,0,0,0,0,0,2.59271e-07,0,0,0,False,69.0|322,488
8|488|cc|8|1|322,0,0,-0.124544,0,0,0,0,0,-1.92836e-07,0,0,0,False,69.0|322,488
8|488|sample|10|322,0,0,-3.30417,0,0,0,0,0,-3.26785,0,0,0,True,32.0|322,488
8|488|sample|11|322,0,0,-0.37951,0,0,0,0,0,-0.37173,0,0,0,True,22.0|322,488
8|488|sample|12|322,0,0,-0.326174,0,0,0,0,0,-0.263365,0,0,0,True,22.0|322,488
