id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.462071,1.43695,-28.7989,0.460913,1.41996,-28.3554,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.462071,1.97409,-28.7989,0.460913,1.9425,-28.3554,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.462071,1.2506,-28.7989,0.460913,1.2696,-28.3554,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.462071,1.17678,-28.7989,0.460913,1.2158,-28.3554,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.462071,1.62889,-28.7989,0.460913,1.63313,-28.3554,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.462071,1.72553,-28.7989,0.460913,1.71577,-28.3554,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.462071,1.28334,-28.7989,0.460913,1.34987,-28.3554,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.462071,1.22071,-28.7989,0.460913,1.22243,-28.3554,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.462071,1.68566,-28.7989,0.460913,1.68491,-28.3554,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.462071,1.5433,-28.7989,0.460913,1.58823,-28.3554,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0.0966163,2.08424,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0.0966163,2.14101,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0966163,2.15468,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.0966163,2.07647,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.0966163,2.07844,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.0966163,2.06688,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.0966163,1.9658,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0.0966163,2.09179,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0.0966163,2.05376,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0.0966163,2.14908,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0.0966163,2.31479,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0966163,2.01722,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.0966163,2.21318,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.0966163,2.25797,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0.0966163,1.86488,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.0966163,2.02666,-28.7991,0.0956019,2.08625,-28.3555,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.0966107,0.910096,-28.7989,0.0955966,0.913178,-28.3553,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.0966107,0.882137,-28.7989,0.0955966,0.875441,-28.3553,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.0966107,0.861525,-28.7989,0.0955966,0.884231,-28.3553,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.0966107,0.905466,-28.7989,0.0955966,0.9232,-28.3553,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.0966049,1.32082,-28.7989,0.0955906,1.33714,-28.3553,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.0966049,1.28592,-28.7989,0.0955906,1.29863,-28.3553,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.0966049,1.3106,-28.7989,0.0955906,1.30221,-28.3553,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.0966049,1.24047,-28.7989,0.0955906,1.21446,-28.3553,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.0966069,0.998408,-28.7989,0.0955929,0.969148,-28.3553,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.0966069,0.941949,-28.7989,0.0955929,0.942719,-28.3553,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0.0966134,2.22007,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0.0966134,2.03015,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.0966134,2.10981,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0.0966134,2.06452,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0.0966134,2.16309,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0.0966134,1.9435,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.0966134,1.94411,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.0966134,2.02309,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0.0966134,2.17897,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0.0966134,2.17187,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0.0966134,2.0675,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.0966134,2.23365,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,0.0966134,2.09634,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.0966134,2.16609,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0.0966134,2.30588,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.0966134,2.07156,-28.7989,0.0955993,2.08625,-28.3553,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.14874,1.85211,-28.7989,0.148201,1.87784,-28.3553,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.14874,1.88142,-28.7989,0.148201,1.90864,-28.3553,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.14874,1.89582,-28.7989,0.148201,1.91347,-28.3553,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0.14874,2.03202,-28.7989,0.148201,2.01562,-28.3553,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0.096613,4.17621,-28.7989,0.0955989,4.198,-28.3553,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0.096613,3.62454,-28.7989,0.0955989,3.71119,-28.3553,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.096613,2.44202,-28.7989,0.0955989,2.40919,-28.3553,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.096613,2.27852,-28.7989,0.0955989,2.29729,-28.3553,28.0|276,1056
