rep,id,L_gap,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.266951,1.54062,0.685935,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.266951,1.54062,0.367807,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.266951,1.54062,0.65242,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.266951,1.54062,0.785641,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.266951,1.54062,0.522874,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.266951,1.54062,0.482747,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.266951,1.54062,0.676538,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.266951,1.54062,0.685195,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.266951,1.54062,0.439842,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.266951,1.54062,0.45451,0.0420867,-1.73394e-06,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.3472,1.52049,0.56795,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.3472,1.52049,0.315709,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.3472,1.52049,0.61561,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.3472,1.52049,0.262985,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.3472,1.52049,150.515,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.3472,1.52049,1.66057,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.3472,1.52049,3.19476,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.3472,1.52049,0.101785,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.3472,1.52049,0.420945,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.3472,1.52049,0.59536,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.3472,1.52049,0.0246391,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.3472,1.52049,19.341,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.3472,1.52049,3.6501,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.3472,1.52049,0.00498929,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,1.3472,1.52049,0.690405,0.0420867,-1.73394e-06,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.3472,1.52049,1.44095,0.0420867,-1.73394e-06,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,2.82708,1.42876,27.2975,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,2.82708,1.42876,28.8962,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,2.82708,1.42876,20.8386,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,2.82708,1.42876,18.2824,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,2.82708,1.42876,0.0544219,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,2.82708,1.42876,0.088764,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,2.82708,1.42876,23.3887,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,2.82708,1.42876,31.2094,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,2.82708,1.42876,0.0225991,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,2.82708,1.42876,0.0135966,0.0420826,3.11531e-06,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,1.61174,0.804221,0.218096,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,1.61174,0.804221,4.40112,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,1.61174,0.804221,88.2593,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,1.61174,0.804221,0.208888,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,1.61174,0.804221,40.4926,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,1.61174,0.804221,0.297648,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,1.61174,0.804221,1.91367,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,1.61174,0.804221,0.0602991,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,1.61174,0.804221,0.00161262,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,1.61174,0.804221,3.97123,0.0420826,3.11531e-06,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,1.61174,0.804221,2.69799,0.0420826,3.11531e-06,False,69.0|71,783
