rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,262.849,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|cc|2|1|162,248.063,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|cc|3|1|162,273.602,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|cc|4|1|162,260.118,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|cc|5|1|162,256.532,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|cc|6|1|162,268.411,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|cc|7|1|162,258.7,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|cc|8|1|162,269.357,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|sample|10|162,275.531,1.0714,5.02211,36905,12.971,True,32.0|162,84
1,8|84|sample|11|162,262.801,0.634126,5.02215,36905,12.971,True,22.0|162,84
1,8|84|sample|12|162,258.582,0.634126,5.02215,36905,12.971,True,22.0|162,84
1,8|84|sample|3|162,256.993,0.634136,5.02206,36905,12.971,True,55.0|162,84
1,8|84|sample|4|162,259.291,0.634136,5.02206,36905,12.971,True,55.0|162,84
1,8|84|sample|5|162,284.288,0.634136,5.02206,36905,12.971,True,55.0|162,84
1,8|84|sample|6|162,271.779,0.634136,5.02206,36905,12.971,True,55.0|162,84
1,8|84|sample|7|162,257.969,1.0714,5.02211,36905,12.971,True,32.0|162,84
1,8|84|sample|8|162,257.819,1.0714,5.02211,36905,12.971,True,32.0|162,84
1,8|84|sample|9|162,280.351,1.0714,5.02211,36905,12.971,True,32.0|162,84
1,8|84|vc|1|2|162,268.785,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|vc|2|2|162,252.162,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|vc|3|2|162,272.136,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|vc|4|2|162,259.343,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|vc|5|2|162,272.011,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|vc|6|2|162,271.874,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|vc|7|2|162,267.515,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|84|vc|8|2|162,265.275,0.634132,5.02211,36905,12.971,False,69.0|162,84
1,8|719|cc|1|1|274,295.896,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|cc|2|1|274,268.875,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|cc|3|1|274,280.669,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|cc|4|1|274,269.584,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|cc|5|1|274,268.368,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|cc|6|1|274,263.622,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|cc|7|1|274,268.225,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|cc|8|1|274,254.704,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|sample|10|274,252.227,1.46272,7.71739,36905,12.971,True,32.0|274,719
1,8|719|sample|11|274,263.646,0.634132,5.02413,36905,12.971,True,22.0|274,719
1,8|719|sample|12|274,259.039,0.634132,5.02413,36905,12.971,True,22.0|274,719
1,8|719|sample|3|274,255.686,0.634098,5.02211,36905,12.971,True,55.0|274,719
1,8|719|sample|4|274,272.616,0.634098,5.02211,36905,12.971,True,55.0|274,719
1,8|719|sample|5|274,270.397,0.634098,5.02211,36905,12.971,True,55.0|274,719
1,8|719|sample|6|274,260.559,0.634098,5.02211,36905,12.971,True,55.0|274,719
1,8|719|sample|7|274,268.794,1.46272,7.71739,36905,12.971,True,32.0|274,719
1,8|719|sample|8|274,257.109,1.46272,7.71739,36905,12.971,True,32.0|274,719
1,8|719|sample|9|274,260.827,1.46272,7.71739,36905,12.971,True,32.0|274,719
1,8|719|vc|1|2|274,260.567,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|vc|2|2|274,242.126,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|vc|3|2|274,260.969,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|vc|4|2|274,268.376,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|vc|5|2|274,259.904,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|vc|6|2|274,258.203,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|vc|7|2|274,267.019,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|719|vc|8|2|274,264.596,0.634133,5.02213,36905,12.971,False,69.0|274,719
1,8|488|cc|1|1|322,268.775,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|cc|2|1|322,266.954,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|cc|3|1|322,261.511,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|cc|4|1|322,282.142,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|cc|5|1|322,248.522,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|cc|6|1|322,265.601,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|cc|7|1|322,270.281,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|cc|8|1|322,266.328,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|sample|10|322,256.699,0.63413,5.02211,36905,12.971,True,32.0|322,488
1,8|488|sample|11|322,258.476,0.634132,5.02203,36905,12.971,True,22.0|322,488
1,8|488|sample|12|322,265.491,0.634132,5.02203,36905,12.971,True,22.0|322,488
1,8|488|sample|3|322,277.019,0.27579,5.02213,36905,12.971,True,55.0|322,488
1,8|488|sample|4|322,242.649,0.27579,5.02213,36905,12.971,True,55.0|322,488
1,8|488|sample|5|322,264.877,0.27579,5.02213,36905,12.971,True,55.0|322,488
1,8|488|sample|6|322,267.727,0.27579,5.02213,36905,12.971,True,55.0|322,488
1,8|488|sample|7|322,272.175,0.63413,5.02211,36905,12.971,True,32.0|322,488
1,8|488|sample|8|322,271.136,0.63413,5.02211,36905,12.971,True,32.0|322,488
1,8|488|sample|9|322,266.012,0.63413,5.02211,36905,12.971,True,32.0|322,488
1,8|488|vc|1|2|322,263.021,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|vc|2|2|322,263.671,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|vc|3|2|322,255.323,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|vc|4|2|322,262.796,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|vc|5|2|322,263.546,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|vc|6|2|322,276.392,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|vc|7|2|322,275.168,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|488|vc|8|2|322,270.114,0.634134,5.02212,36905,12.971,False,69.0|322,488
1,8|847|cc|1|1|69,261.722,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|cc|2|1|69,276.936,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|cc|3|1|69,270.876,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|cc|4|1|69,251.107,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|cc|5|1|69,264.313,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|cc|6|1|69,268.568,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|cc|7|1|69,262.088,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|cc|8|1|69,276.166,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|sample|10|69,261.126,0.634165,5.02232,36905,12.971,True,32.0|69,847
1,8|847|sample|11|69,270.457,0.634143,5.02207,36905,12.971,True,22.0|69,847
1,8|847|sample|12|69,250.764,0.634143,5.02207,36905,12.971,True,22.0|69,847
1,8|847|sample|3|69,263.737,0.63409,5.02211,36905,12.971,True,55.0|69,847
1,8|847|sample|4|69,252.846,0.63409,5.02211,36905,12.971,True,55.0|69,847
1,8|847|sample|5|69,266.649,0.63409,5.02211,36905,12.971,True,55.0|69,847
1,8|847|sample|6|69,257.486,0.63409,5.02211,36905,12.971,True,55.0|69,847
1,8|847|sample|7|69,277.52,0.634165,5.02232,36905,12.971,True,32.0|69,847
1,8|847|sample|8|69,259.704,0.634165,5.02232,36905,12.971,True,32.0|69,847
1,8|847|sample|9|69,266.018,0.634165,5.02232,36905,12.971,True,32.0|69,847
1,8|847|vc|1|2|69,267.804,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|vc|2|2|69,263.2,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|vc|3|2|69,265.486,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|vc|4|2|69,266.226,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|vc|5|2|69,266.511,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|vc|6|2|69,262.527,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|vc|7|2|69,266.275,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|847|vc|8|2|69,272.872,0.634131,5.02211,36905,12.971,False,69.0|69,847
1,8|474|cc|1|1|276,257.916,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|cc|2|1|276,272.576,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|cc|3|1|276,267.482,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|cc|4|1|276,269.226,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|cc|5|1|276,272.27,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|cc|6|1|276,281.251,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|cc|7|1|276,255.328,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|cc|8|1|276,265.899,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|sample|10|276,262.156,27.8493,5.02242,36905,12.9711,True,32.0|276,474
1,8|474|sample|11|276,255.775,0.634133,5.02216,36905,12.9711,True,22.0|276,474
1,8|474|sample|12|276,277.4,0.634133,5.02216,36905,12.9711,True,22.0|276,474
1,8|474|sample|3|276,264.041,0.634126,5.02213,36905,12.9711,True,55.0|276,474
1,8|474|sample|4|276,278.137,0.634126,5.02213,36905,12.9711,True,55.0|276,474
1,8|474|sample|5|276,252.833,0.634126,5.02213,36905,12.9711,True,55.0|276,474
1,8|474|sample|6|276,270.207,0.634126,5.02213,36905,12.9711,True,55.0|276,474
1,8|474|sample|7|276,272.052,27.8493,5.02242,36905,12.9711,True,32.0|276,474
1,8|474|sample|8|276,262.741,27.8493,5.02242,36905,12.9711,True,32.0|276,474
1,8|474|sample|9|276,260.394,27.8493,5.02242,36905,12.9711,True,32.0|276,474
1,8|474|vc|1|2|276,260.933,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|vc|2|2|276,281.838,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|vc|3|2|276,238.759,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|vc|4|2|276,263.772,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|vc|5|2|276,263.597,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|vc|6|2|276,258.353,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|vc|7|2|276,253.645,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|474|vc|8|2|276,269.921,0.634131,5.02208,36905,12.9711,False,69.0|276,474
1,8|462|cc|1|1|292,263.885,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|cc|2|1|292,256.496,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|cc|3|1|292,251.196,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|cc|4|1|292,264.616,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|cc|5|1|292,248.06,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|cc|6|1|292,274.802,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|cc|7|1|292,283.245,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|cc|8|1|292,274.593,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|sample|10|292,261.557,27.8217,5.02225,36905,12.971,True,32.0|292,462
1,8|462|sample|11|292,266.761,1.37988,5.02212,36905,12.971,True,22.0|292,462
1,8|462|sample|12|292,262.172,1.37988,5.02212,36905,12.971,True,22.0|292,462
1,8|462|sample|3|292,269.623,0.634132,5.02213,36905,12.971,True,55.0|292,462
1,8|462|sample|4|292,270.026,0.634132,5.02213,36905,12.971,True,55.0|292,462
1,8|462|sample|5|292,284.564,0.634132,5.02213,36905,12.971,True,55.0|292,462
1,8|462|sample|6|292,283.071,0.634132,5.02213,36905,12.971,True,55.0|292,462
1,8|462|sample|7|292,262.327,27.8217,5.02225,36905,12.971,True,32.0|292,462
1,8|462|sample|8|292,268.806,27.8217,5.02225,36905,12.971,True,32.0|292,462
1,8|462|sample|9|292,265.449,27.8217,5.02225,36905,12.971,True,32.0|292,462
1,8|462|vc|1|2|292,279.834,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|vc|2|2|292,260.329,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|vc|3|2|292,259.581,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|vc|4|2|292,251.347,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|vc|5|2|292,279.128,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|vc|6|2|292,274.541,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|vc|7|2|292,266.903,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|462|vc|8|2|292,274.483,0.634132,5.02211,36905,12.971,False,69.0|292,462
1,8|75|cc|1|1|65,263.224,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|cc|2|1|65,252.71,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|cc|3|1|65,271.821,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|cc|4|1|65,258.921,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|cc|5|1|65,263.096,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|cc|6|1|65,261.101,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|cc|7|1|65,254.129,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|cc|8|1|65,262.396,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|sample|10|65,275.418,0.634134,5.02218,36905,12.971,True,32.0|65,75
1,8|75|sample|11|65,271.498,0.634127,5.02215,36905,12.971,True,22.0|65,75
1,8|75|sample|12|65,259.519,0.634127,5.02215,36905,12.971,True,22.0|65,75
1,8|75|sample|3|65,265.618,0.634133,5.02192,36905,12.971,True,55.0|65,75
1,8|75|sample|4|65,251.652,0.634133,5.02192,36905,12.971,True,55.0|65,75
1,8|75|sample|5|65,252.057,0.634133,5.02192,36905,12.971,True,55.0|65,75
1,8|75|sample|6|65,271.855,0.634133,5.02192,36905,12.971,True,55.0|65,75
1,8|75|sample|7|65,275.353,0.634134,5.02218,36905,12.971,True,32.0|65,75
1,8|75|sample|8|65,265.327,0.634134,5.02218,36905,12.971,True,32.0|65,75
1,8|75|sample|9|65,268.966,0.634134,5.02218,36905,12.971,True,32.0|65,75
1,8|75|vc|1|2|65,255.214,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|vc|2|2|65,276.68,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|vc|3|2|65,266.216,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|vc|4|2|65,262.327,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|vc|5|2|65,280.317,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|vc|6|2|65,264.978,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|vc|7|2|65,260.756,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|75|vc|8|2|65,262.147,0.634131,5.02212,36905,12.971,False,69.0|65,75
1,8|291|cc|1|1|103,258.704,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|cc|2|1|103,265.083,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|cc|3|1|103,271.547,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|cc|4|1|103,271.056,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|cc|5|1|103,262.793,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|cc|6|1|103,267.489,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|cc|7|1|103,274.936,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|cc|8|1|103,254.486,0.634145,5.02213,36905,12.971,False,69.0|103,291
1,8|291|sample|10|103,269.275,0.634136,5.0223,36905,12.971,True,32.0|103,291
1,8|291|sample|11|103,270.398,26.4592,5.02218,36905,12.971,True,22.0|103,291
1,8|291|sample|12|103,248.479,26.4592,5.02218,36905,12.971,True,22.0|103,291
1,8|291|sample|3|103,259.551,0.634121,5.02212,36905,12.971,True,55.0|103,291
