id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-1.26588e-09,1.19963,-4.27058e-09,0,0,0,0,2.38698e-14,1.17868,-1.36557e-13,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,4.81951e-09,1.42083,-6.92601e-09,0,0,0,0,-6.71685e-15,1.37899,-7.01661e-14,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,1.92973e-09,0.974845,1.27379e-08,0,0,0,0,4.83502e-14,1.14897,2.88658e-15,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,-3.68906e-09,0.98296,1.46897e-09,0,0,0,0,1.91513e-14,1.09933,-8.08242e-14,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,2.37404e-09,1.3203,-1.06344e-08,0,0,0,0,4.55747e-14,1.31699,-1.56986e-13,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,2.7793e-09,1.35843,-4.31364e-09,0,0,0,0,7.24421e-14,1.31908,6.57252e-14,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,-1.42274e-09,1.03446,9.72438e-09,0,0,0,0,-1.32672e-14,1.20995,6.4837e-14,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-9.76169e-09,1.04951,8.54036e-09,0,0,0,0,2.49245e-14,1.11647,-8.85958e-14,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-4.40237e-09,1.44376,4.27554e-09,0,0,0,0,3.06977e-14,1.39621,1.35447e-14,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-2.13866e-09,1.34262,1.32897e-08,0,0,0,0,-7.64389e-14,1.2799,5.4623e-14,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,1.73115e-09,0.19335,3.39241e-09,0,0,0,0,-7.77156e-15,-3.85229e-07,-2.44249e-15,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,1.12565e-09,0.186411,1.19787e-09,0,0,0,0,2.22045e-15,4.38818e-07,-1.9984e-15,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,6.16736e-09,-0.0818068,1.22073e-08,0,0,0,0,-8.43769e-15,4.85285e-09,2.12053e-14,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,2.59913e-09,-0.154588,-1.39479e-09,0,0,0,0,5.10703e-15,1.23616e-07,-4.26326e-14,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,1.31108e-10,-0.0171457,-3.77026e-09,0,0,0,0,-6.21725e-15,4.33706e-08,2.79776e-14,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-3.59732e-09,0.0875972,9.59101e-09,0,0,0,0,-1.55431e-14,3.85729e-07,-7.99361e-15,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,9.72783e-10,-0.232342,-8.87795e-09,0,0,0,0,-2.22045e-15,-1.35931e-07,1.08802e-14,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-9.4152e-11,-0.195822,1.90734e-12,0,0,0,0,-1.39888e-14,-9.79177e-08,-9.32587e-15,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,3.00213e-09,0.0377879,-1.11658e-08,0,0,0,0,5.9952e-15,3.48609e-07,-3.33067e-16,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,1.47487e-09,-0.35812,8.9684e-09,0,0,0,0,5.10703e-15,-5.59426e-07,3.9968e-15,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-1.96651e-10,-0.0750185,-3.3415e-09,0,0,0,0,1.11022e-14,-7.15341e-08,1.87628e-14,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,1.05602e-10,0.0669318,5.9466e-09,0,0,0,0,-2.22045e-16,-2.81042e-07,5.10703e-15,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-2.18167e-10,-0.112599,3.1651e-09,0,0,0,0,1.17684e-14,-1.07539e-07,0,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,7.57009e-10,-0.00384062,4.56603e-09,0,0,0,0,-1.72617e-12,-0.00390957,-1.10412e-12,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,3.07177e-09,0.0666664,-1.2132e-08,0,0,0,0,1.08802e-14,6.16969e-07,5.32907e-15,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-4.90433e-10,-0.102328,-4.7965e-09,0,0,0,0,7.77156e-15,-1.98156e-08,-2.28706e-14,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,4.54893e-09,0.119724,9.59778e-09,0,0,0,0,-3.37293e-13,0.169587,-6.15952e-13,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,0,0,-3.94086e-09,0.0931153,2.25526e-08,0,0,0,0,-1.36391e-13,0.178878,3.72591e-13,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,0,0,1.48736e-09,0.177447,-2.20306e-08,0,0,0,0,1.31978e-14,0.259211,-5.41345e-13,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,0,0,2.6263e-09,0.205365,-6.13616e-09,0,0,0,0,2.43028e-13,0.26606,3.5083e-14,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,0,0,-2.56803e-09,1.22607,1.97586e-08,0,0,0,0,-5.32213e-15,1.27516,-1.39e-13,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,0,0,1.4869e-09,1.15261,-1.17008e-08,0,0,0,0,-6.38656e-14,1.21502,2.9754e-14,0,0,True,6.0|71,783
