id,f_SAEM,h_SAEM,L_gap_SAEM,f_mode,h_mode,L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0.523674,1.48,2.463,0.530419,1.4841,2.463,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0.29987,1.48,2.463,0.301014,1.4841,2.463,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0.593452,1.48,2.463,0.596273,1.4841,2.463,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0.640328,1.48,2.463,0.632494,1.4841,2.463,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0.428119,1.48,2.463,0.408983,1.4841,2.463,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0.397099,1.48,2.463,0.381651,1.4841,2.463,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0.551418,1.48,2.463,0.540733,1.4841,2.463,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0.618688,1.48,2.463,0.633505,1.4841,2.463,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0.367856,1.48,2.463,0.364563,1.4841,2.463,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0.430983,1.48,2.463,0.419253,1.4841,2.463,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,21.7708,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,12.9623,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,8.42627,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,14.5001,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,15.9744,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,13.569,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,10.9097,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,29.8491,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,9.8061,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,10.3304,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,11.4687,1.48,6.53901,0.999999,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,10.8097,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,9.04866,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,119.347,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,10.1494,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,9.77041,1.48,6.53901,1,1.4841,6.53901,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.18805,1.13303,1.42041,0.185982,1.12914,1.42041,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.224028,1.13303,1.42041,0.207058,1.12914,1.42041,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.194992,1.13303,1.42041,0.199109,1.12914,1.42041,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.191608,1.13303,1.42041,0.178474,1.12914,1.42041,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.0608362,1.13303,1.83124,0.0585976,1.12914,1.83124,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.0721741,1.13303,1.83124,0.0693959,1.12914,1.83124,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.0640823,1.13303,1.83124,0.0678218,1.12914,1.83124,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.089279,1.13303,1.83124,0.0809549,1.12914,1.83124,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.150399,1.13303,3.5329,0.144835,1.12914,3.5329,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.163649,1.13303,3.5329,0.162697,1.12914,3.5329,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,28.9187,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,13.1428,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,12.8163,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,11.6766,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,12.4285,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,9.0302,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,12.9611,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,9.5864,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,17.0938,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,14.9563,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,17.1049,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,23.9526,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,21.0111,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,31.1173,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,22.6681,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,20.9494,1.13303,6.32783,1,1.12914,6.32783,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.143441,1.77728,1.85306,0.138265,1.77633,1.85306,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.134568,1.77728,1.85306,0.135085,1.77633,1.85306,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.134251,1.77728,1.85306,0.137947,1.77633,1.85306,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0.127007,1.77728,1.85306,0.131875,1.77633,1.85306,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0.0335376,1.77728,2.10493,0.0344765,1.77633,2.10493,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0.041375,1.77728,2.10493,0.0415036,1.77633,2.10493,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.0602961,1.77728,2.10493,0.0627083,1.77633,2.10493,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.069681,1.77728,2.10493,0.0679364,1.77633,2.10493,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0.123185,1.77728,2.49526,0.118673,1.77633,2.49526,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0.112714,1.77728,2.49526,0.10683,1.77633,2.49526,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,12.7758,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,31.0154,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,19.5294,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,8.621,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,11.5419,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,15.5861,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,22.9301,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,12.7745,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,8.5544,1.77728,6.42895,0.999999,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,32.6618,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,28.0529,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,18.996,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,11.1543,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,19.8839,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,22.6767,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,26.8261,1.77728,6.42895,1,1.77633,6.42895,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,0.187757,1.76108,10.6849,0.193273,1.77555,10.6849,55.0|292,462
