id,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,476.009,1.33342,28.2117,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|cc|2|1|162,476.009,1.26894,30.19,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|162,84
8|84|cc|3|1|162,476.009,1.31309,41.279,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|cc|4|1|162,476.009,1.29115,41.3405,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|cc|5|1|162,476.009,1.28417,25.7442,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|162,84
8|84|cc|6|1|162,476.009,1.28572,28.0045,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|cc|7|1|162,476.009,1.32176,31.6117,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|162,84
8|84|cc|8|1|162,476.009,1.29654,33.8097,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|162,84
8|84|sample|10|162,476.009,1.3379,3.30799,64943.8,14.4093,475.332,1.30789,3.18143,64982.1,14.4073,True,32.0|162,84
8|84|sample|11|162,476.008,1.39042,2.07941,64943.8,14.4093,475.332,1.42051,1.99401,64982.1,14.4073,True,22.0|162,84
8|84|sample|12|162,476.008,1.18389,3.16163,64943.8,14.4093,475.332,1.18585,3.17078,64982.1,14.4073,True,22.0|162,84
8|84|sample|3|162,476.009,1.11313,0.799569,64943.8,14.4093,475.332,1.05281,0.877187,64982.1,14.4073,True,55.0|162,84
8|84|sample|4|162,476.009,0.985645,1.05032,64943.8,14.4093,475.332,1.00865,1.01911,64982.1,14.4073,True,55.0|162,84
8|84|sample|5|162,476.009,0.810774,1.165,64943.8,14.4093,475.332,0.772863,1.21621,64982.1,14.4073,True,55.0|162,84
8|84|sample|6|162,476.009,0.763313,0.997008,64943.8,14.4093,475.332,0.792033,0.93171,64982.1,14.4073,True,55.0|162,84
8|84|sample|7|162,476.009,1.29866,2.75038,64943.8,14.4093,475.332,1.30388,2.60074,64982.1,14.4073,True,32.0|162,84
8|84|sample|8|162,476.009,1.29925,2.92333,64943.8,14.4093,475.332,1.31689,2.77909,64982.1,14.4073,True,32.0|162,84
8|84|sample|9|162,476.009,1.4048,3.08268,64943.8,14.4093,475.332,1.37578,2.96068,64982.1,14.4073,True,32.0|162,84
8|84|vc|1|2|162,476.009,1.28469,37.089,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|vc|2|2|162,476.009,1.31893,49.9014,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|vc|3|2|162,476.009,1.31138,28.1508,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|vc|4|2|162,476.009,1.36491,23.405,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|84|vc|5|2|162,476.009,1.3014,17.8601,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|162,84
8|84|vc|6|2|162,476.009,1.28492,35.0954,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|162,84
8|84|vc|7|2|162,476.009,1.29624,48.1885,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|162,84
8|84|vc|8|2|162,476.009,1.30922,88.9243,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|162,84
8|719|cc|1|1|274,476.009,1.2893,42.5345,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|274,719
8|719|cc|2|1|274,476.009,1.29681,28.4778,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|274,719
8|719|cc|3|1|274,476.009,1.3157,28.2845,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|274,719
8|719|cc|4|1|274,476.009,1.30555,28.6232,64943.8,14.4093,475.332,1.29533,6.3902,64982.1,14.4073,False,69.0|274,719
8|719|cc|5|1|274,476.009,1.25307,44.0625,64943.8,14.4093,475.332,1.29533,6.39019,64982.1,14.4073,False,69.0|274,719
