rep,id,L,m,e,alpha,k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,280.162,0.856856,98.752,338757,15.9504,False,69.0|162,84
1,8|84|cc|2|1|162,260.743,1.49936,0.0823271,338757,15.9504,False,69.0|162,84
1,8|84|cc|3|1|162,262.981,1.41837,1.60887,338757,15.9504,False,69.0|162,84
1,8|84|cc|4|1|162,277.716,1.17173,10.8789,338757,15.9504,False,69.0|162,84
1,8|84|cc|5|1|162,266.618,1.10165,245.249,338757,15.9504,False,69.0|162,84
1,8|84|cc|6|1|162,270.863,1.14736,7.5153,338757,15.9504,False,69.0|162,84
1,8|84|cc|7|1|162,261.241,0.587951,1.79889,338757,15.9504,False,69.0|162,84
1,8|84|cc|8|1|162,270.596,0.687899,0.0651357,338757,15.9504,False,69.0|162,84
1,8|84|sample|10|162,272.575,1.62543,2.66108,338757,15.9504,True,32.0|162,84
1,8|84|sample|11|162,282.192,1.36956,1.9371,338757,15.9504,True,22.0|162,84
1,8|84|sample|12|162,276.83,1.21211,2.80209,338757,15.9504,True,22.0|162,84
1,8|84|sample|3|162,286.063,1.02823,0.847505,338757,15.9504,True,55.0|162,84
1,8|84|sample|4|162,278.889,1.00241,1.0871,338757,15.9504,True,55.0|162,84
1,8|84|sample|5|162,283.935,0.815124,1.04544,338757,15.9504,True,55.0|162,84
1,8|84|sample|6|162,283.841,0.891445,0.720315,338757,15.9504,True,55.0|162,84
1,8|84|sample|7|162,285.137,1.23305,2.8323,338757,15.9504,True,32.0|162,84
1,8|84|sample|8|162,283.496,1.23496,3.22004,338757,15.9504,True,32.0|162,84
1,8|84|sample|9|162,292.634,1.48652,2.72986,338757,15.9504,True,32.0|162,84
1,8|84|vc|1|2|162,266.69,1.32988,14.9788,338757,15.9504,False,69.0|162,84
1,8|84|vc|2|2|162,266.113,1.30733,7.97412,338757,15.9504,False,69.0|162,84
1,8|84|vc|3|2|162,268.911,1.43111,13.8318,338757,15.9504,False,69.0|162,84
1,8|84|vc|4|2|162,274.825,1.90914,1.21329,338757,15.9504,False,69.0|162,84
1,8|84|vc|5|2|162,263.719,1.57525,2.83185,338757,15.9504,False,69.0|162,84
1,8|84|vc|6|2|162,268.264,0.621523,5.93181,338757,15.9504,False,69.0|162,84
1,8|84|vc|7|2|162,265.811,2.06637,3.60459,338757,15.9504,False,69.0|162,84
1,8|84|vc|8|2|162,261.794,1.29085,3.57238,338757,15.9504,False,69.0|162,84
1,8|719|cc|1|1|274,272.754,1.34466,186.019,338757,15.9504,False,69.0|274,719
1,8|719|cc|2|1|274,274.249,1.44964,6.11556,338757,15.9504,False,69.0|274,719
1,8|719|cc|3|1|274,267.521,1.00381,1.87186,338757,15.9504,False,69.0|274,719
1,8|719|cc|4|1|274,278.944,0.980189,22.1567,338757,15.9504,False,69.0|274,719
1,8|719|cc|5|1|274,275.051,1.19691,260.688,338757,15.9504,False,69.0|274,719
1,8|719|cc|6|1|274,265.686,1.67016,3.58624,338757,15.9504,False,69.0|274,719
1,8|719|cc|7|1|274,269.631,1.34014,14.937,338757,15.9504,False,69.0|274,719
1,8|719|cc|8|1|274,269.101,1.5838,0.555772,338757,15.9504,False,69.0|274,719
1,8|719|sample|10|274,266.798,1.42761,5.64036,338757,15.9504,True,32.0|274,719
1,8|719|sample|11|274,275.709,1.65845,7.89487,338757,15.9504,True,22.0|274,719
1,8|719|sample|12|274,282.66,1.88218,6.52887,338757,15.9504,True,22.0|274,719
1,8|719|sample|3|274,285.051,1.21961,0.907999,338757,15.9504,True,55.0|274,719
1,8|719|sample|4|274,283.221,1.58877,0.667786,338757,15.9504,True,55.0|274,719
1,8|719|sample|5|274,277.06,1.55064,0.6099,338757,15.9504,True,55.0|274,719
