rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,3.62616e-08,-13.3105,-0.332706,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,5.55633e-08,-10.7609,-0.52078,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,1.58584e-08,-5.83051,-1.90427,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,3.17833e-08,-5.35109,-0.846436,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,1.44898e-08,-1.40082,-0.963086,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,1.52343e-08,-2.3997,-2.15301,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-1.81085e-08,-4.97346,-1.06731,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,3.08559e-08,-1.33973,-1.71702,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,1.0578e-08,-9.81404,-0.699488,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,-4.0856e-08,-3.54902,-1.56314,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-6.44626e-08,-10.0082,-2.14047,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-4.72243e-08,12.3644,0.0494685,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,1.28279e-08,11.2183,-0.931825,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,1.27705e-07,5.05493,-2.10926,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-5.16496e-08,-10.6788,-1.82939,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-2.46913e-08,-7.26208,-0.679473,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,6.42318e-09,-7.03358,-8.17332,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-3.08232e-08,-7.7545,2.59916,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,1.50913e-08,-0.115878,2.60348,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-4.7817e-08,-3.95382,0.323266,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-3.20902e-08,-14.7247,0.891306,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,3.80313e-09,-6.60773,-4.25379,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,2.05607e-08,-1.73771,-0.215928,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,2.4803e-08,-17.7334,0.530333,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,1.22544e-08,3.88667,-0.525086,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-3.29045e-08,1.87805,-1.72533,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,3.21714e-08,-1.18106,0.626216,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,2.77645e-08,-3.82156,2.89151,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,2.0377e-08,-5.55927,1.49368,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,-3.49181e-08,-3.62534,-1.61977,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,7.3819e-08,-5.32187,-3.29653,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,5.8321e-08,-1.99778,-2.13091,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,1.92008e-08,-3.71525,0.0814828,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,-9.91959e-10,-10.4172,3.83155,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,1.28527e-08,-9.27804,-0.617243,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,-3.591e-08,-3.18001,1.68169,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,0,4.81164e-09,-8.9309,-1.93017,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,0,1.21238e-08,-13.0299,1.4861,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,0,-2.32526e-08,16.8828,2.56472,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,0,-9.67023e-09,-12.9932,1.06288,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0,0,-4.89895e-08,-7.58309,-2.55655,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,0,0,4.15617e-09,-4.02706,-2.67517,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,0,0,-3.63163e-08,-8.77606,3.51463,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,0,0,2.35591e-08,-3.13824,-0.833434,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,0,0,-9.50146e-09,8.68846,2.69366,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,0,0,9.75999e-09,-3.82084,2.07455,0,0,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,0,0,-3.59284e-09,-1.53779,2.59384,0,0,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,0,0,-2.73679e-08,-7.89614,-0.395587,0,0,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,0,0,1.15332e-08,-1.9748,1.55757,0,0,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,0,0,2.02555e-08,-9.80151,-2.53558,0,0,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,0,0,-4.56874e-09,5.76539,-4.94341,0,0,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,0,0,-2.75709e-08,0.447912,1.70545,0,0,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,0,0,4.46928e-09,-7.04564,-4.42596,0,0,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,0,0,-1.10279e-07,-7.61639,-2.55961,0,0,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,0,0,-1.15658e-08,-6.20247,-3.03528,0,0,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,0,0,-5.47066e-08,-15.1725,-2.36103,0,0,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,0,0,4.61686e-08,-5.69534,-0.694361,0,0,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,0,0,-1.68836e-08,-7.51166,-5.45165,0,0,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,0,0,-1.76539e-08,-1.51781,-2.07978,0,0,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,0,0,-3.84309e-08,-1.37219,-1.99439,0,0,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,0,0,-1.68288e-08,3.24922,0.967326,0,0,True,63.0|99,491
1,14|491|14|491|sample|8|99|8|99|63.0,0,0,-4.0873e-08,-7.71299,-3.57487,0,0,True,63.0|99,491
1,14|491|14|491|cc|1|1|99|1|99|69.0,0,0,-1.24274e-08,9.55053,3.84737,0,0,False,69.0|99,491
1,14|491|14|491|cc|2|1|99|1|99|69.0,0,0,-7.59922e-08,3.45412,2.17867,0,0,False,69.0|99,491
1,14|491|14|491|cc|3|1|99|1|99|69.0,0,0,3.49021e-08,0.305021,0.317202,0,0,False,69.0|99,491
1,14|491|14|491|cc|4|1|99|1|99|69.0,0,0,-1.11974e-08,-8.57119,-0.958772,0,0,False,69.0|99,491
1,14|491|14|491|cc|5|1|99|1|99|69.0,0,0,9.18461e-11,-6.08677,4.55643,0,0,False,69.0|99,491
1,14|491|14|491|cc|6|1|99|1|99|69.0,0,0,-3.43822e-08,10.6818,-0.595462,0,0,False,69.0|99,491
1,14|491|14|491|cc|7|1|99|1|99|69.0,0,0,4.40874e-09,3.68085,-1.7296,0,0,False,69.0|99,491
1,14|491|14|491|cc|8|1|99|1|99|69.0,0,0,-9.73027e-09,1.92568,-2.88311,0,0,False,69.0|99,491
1,14|491|14|491|vc|1|2|99|2|99|69.0,0,0,-2.13554e-08,9.33773,2.70492,0,0,False,69.0|99,491
1,14|491|14|491|vc|2|2|99|2|99|69.0,0,0,8.75461e-08,6.38676,-1.56214,0,0,False,69.0|99,491
1,14|491|14|491|vc|3|2|99|2|99|69.0,0,0,5.70065e-08,6.22765,-0.530066,0,0,False,69.0|99,491
1,14|491|14|491|vc|4|2|99|2|99|69.0,0,0,6.50848e-08,2.89526,1.98454,0,0,False,69.0|99,491
1,14|491|14|491|vc|5|2|99|2|99|69.0,0,0,-6.52778e-08,3.18497,4.00921,0,0,False,69.0|99,491
1,14|491|14|491|vc|6|2|99|2|99|69.0,0,0,7.91546e-08,11.3924,2.84407,0,0,False,69.0|99,491
1,14|491|14|491|vc|7|2|99|2|99|69.0,0,0,2.6601e-08,-0.478336,-3.31264,0,0,False,69.0|99,491
1,14|491|14|491|vc|8|2|99|2|99|69.0,0,0,5.94573e-08,-2.59693,3.86369,0,0,False,69.0|99,491
1,14|433|14|433|sample|4|99|4|99|6.0,0,0,3.18956e-08,8.32341,1.39431,0,0,True,6.0|99,433
1,14|433|14|433|sample|3|99|3|99|6.0,0,0,6.46005e-08,-8.38736,-1.94161,0,0,True,6.0|99,433
1,14|433|14|433|sample|6|99|6|99|6.0,0,0,7.61977e-09,-7.32182,-3.05003,0,0,True,6.0|99,433
1,14|433|14|433|sample|5|99|5|99|6.0,0,0,4.9455e-08,-0.951033,-0.821362,0,0,True,6.0|99,433
1,14|433|14|433|sample|8|99|8|99|6.0,0,0,-1.0238e-08,13.8023,2.31867,0,0,True,6.0|99,433
1,14|433|14|433|sample|7|99|7|99|6.0,0,0,3.40726e-08,-0.0111398,1.51905,0,0,True,6.0|99,433
1,14|433|14|433|sample|10|99|10|99|6.0,0,0,5.22597e-08,-3.72122,2.44321,0,0,True,6.0|99,433
1,14|433|14|433|sample|9|99|9|99|6.0,0,0,5.92909e-08,13.9807,0.678448,0,0,True,6.0|99,433
