id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,-2.04328e-09,-1.75816,-1.55555e-10,0,0,0,-1.13687e-13,-0.666234,-4.17444e-14,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,-3.36885e-09,-1.76606,-1.08196e-08,0,0,0,0,-0.809167,4.30767e-14,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,-3.1698e-09,-1.76512,6.67431e-09,0,0,0,-1.13687e-13,-0.67583,4.08562e-14,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,4.03236e-09,-1.59325,-7.87972e-09,0,0,0,-1.13687e-13,-0.695568,4.88498e-14,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,7.05924e-09,-2.07634,2.03653e-09,0,0,0,-1.13687e-13,-0.735525,-3.01981e-14,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,2.00588e-09,-1.57045,6.6449e-10,0,0,0,0,-0.732421,1.9984e-14,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,3.80833e-09,-1.10978,2.84419e-09,0,0,0,0,-0.632879,1.33227e-14,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,4.3696e-09,-1.65536,3.11708e-09,0,0,0,1.13687e-13,-0.650621,4.44089e-16,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,1.69703e-08,-2.09476,-6.72374e-09,0,0,0,1.13687e-13,-0.842186,-1.33227e-14,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,-7.85542e-09,-1.86118,3.40132e-09,0,0,0,-1.13687e-13,-0.754808,-2.79776e-14,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,-2.30058e-09,0.0766704,3.85751e-09,0,0,0,0,-3.80887e-06,-1.90958e-14,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,-1.01461e-08,-0.300573,4.20877e-09,0,0,0,0,1.43866e-05,-4.26326e-14,0,0,False,69.0|274,411
