rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,8.44909e-09,-0.220094,7.17804e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,8.641e-09,-1.27438,-5.40224e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,1.87213e-08,-3.19406,-1.33271e-07,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,-2.73783e-08,-2.37044,-1.02039e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,6.63302e-08,-1.20948,-5.30528e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,7.18662e-08,-2.585,-1.28589e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,1.68624e-08,-0.743113,-2.91561e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-9.03259e-08,-2.26977,6.35746e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,-2.32209e-08,-2.09199,-3.5692e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,3.81746e-08,-1.96771,-3.1147e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,4.16837e-08,8.91572,1.22228e-07,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-4.29928e-08,-4.69371,-2.63528e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,1.56004e-08,-1.75086,1.93477e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,1.00174e-07,-2.0398,2.02197e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,8.33866e-08,-0.231913,-6.69457e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-6.17979e-08,-0.308523,-7.19446e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-8.34376e-08,-5.99718,-3.83138e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,-6.92844e-08,-1.90348,5.39547e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,1.16646e-08,8.03316,5.06121e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,6.76068e-08,3.10353,-9.67502e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-2.10939e-08,2.08374,2.81196e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,-1.3811e-08,2.48413,2.29888e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,1.06361e-08,2.49005,3.9132e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,2.76032e-09,2.63464,3.21267e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,-6.98848e-08,2.35397,-4.95926e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,-4.6236e-08,-1.29483,2.47677e-08,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,1.16244e-07,3.20785,-5.39828e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,1.43519e-08,-3.331,-6.16968e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,-3.03587e-08,-2.04535,-2.63074e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,7.59565e-09,-1.04945,-7.03029e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,6.40947e-08,-0.632707,-5.24662e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,2.93153e-08,-3.61392,7.80349e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,6.39673e-08,-1.80907,-4.5595e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,-6.5416e-08,-0.0895196,2.15093e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,9.01983e-08,-5.8359,-5.05413e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,-1.74387e-08,-1.84385,-1.8078e-08,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,-6.31004e-08,2.90698,-4.09829e-08,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,1.26732e-07,2.70741,-3.13514e-08,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,-6.29408e-08,0.00232418,3.82335e-09,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,8.15749e-09,2.51961,1.36636e-07,0,0,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,0,-6.85361e-09,2.58785,-4.95378e-08,0,0,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,0,-3.63366e-09,-1.06404,5.19081e-08,0,0,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,0,-3.06047e-08,-7.35326,1.94667e-08,0,0,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,0,3.23515e-08,-0.983558,8.7239e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,0,3.68672e-08,1.69069,-3.04894e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,0,6.74287e-08,-3.31302,5.35394e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,0,5.65276e-08,2.25764,-5.0345e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,0,5.03508e-09,1.94175,7.89175e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,0,2.65168e-08,-1.79569,-9.23507e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,0,1.04383e-07,-0.203969,-3.33242e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,0,8.48729e-09,2.48014,1.08501e-08,0,0,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,0,1.62241e-08,-3.25319,5.67293e-08,0,0,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,0,2.59433e-08,-0.251783,6.33543e-08,0,0,True,6.0|99,491
