id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1,797.127,-1.75816,0.0321607,4.85398e-12,92.1688,1,797.127,-0.666234,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1,797.127,-1.76606,0.0321607,4.85398e-12,92.1688,1,797.127,-0.809167,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1,797.127,-1.76512,0.0321607,4.85398e-12,92.1688,1,797.127,-0.67583,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1,797.127,-1.59325,0.0321607,4.85398e-12,92.1688,1,797.127,-0.695568,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1,797.127,-2.07634,0.0321607,4.85398e-12,92.1688,1,797.127,-0.735525,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1,797.127,-1.57045,0.0321607,4.85398e-12,92.1688,1,797.127,-0.732421,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1,797.127,-1.10978,0.0321607,4.85398e-12,92.1688,1,797.127,-0.632879,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1,797.127,-1.65536,0.0321607,4.85398e-12,92.1688,1,797.127,-0.650621,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1,797.127,-2.09476,0.0321607,4.85398e-12,92.1688,1,797.127,-0.842186,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1,797.127,-1.86118,0.0321607,4.85398e-12,92.1688,1,797.127,-0.754808,0.0321607,4.74023e-12,91.0532,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1,789.055,0.0766704,14.3303,4.85398e-12,92.1688,1,789.055,-3.80887e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1,789.055,-0.300573,14.3303,4.85398e-12,92.1688,1,789.055,1.43866e-05,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1,789.055,-0.488014,14.3303,4.85398e-12,92.1688,1,789.055,2.62289e-07,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1,789.055,-0.325815,14.3303,4.85398e-12,92.1688,1,789.055,-3.37571e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1,789.055,0.2042,14.3303,4.85398e-12,92.1688,1,789.055,-7.71137e-07,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1,789.055,0.850844,14.3303,4.85398e-12,92.1688,1,789.055,-1.30262e-07,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1,789.055,0.0151682,14.3303,4.85398e-12,92.1688,1,789.055,3.70019e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1,789.055,-0.181717,14.3303,4.85398e-12,92.1688,1,789.055,-2.43316e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1,789.055,0.748274,14.3303,4.85398e-12,92.1688,1,789.055,-7.1553e-07,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1,789.055,-0.112892,14.3303,4.85398e-12,92.1688,1,789.055,2.09739e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1,789.055,0.400445,14.3303,4.85398e-12,92.1688,1,789.055,-1.09773e-07,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1,789.055,-0.677116,14.3303,4.85398e-12,92.1688,1,789.055,3.2432e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1,789.055,0.0508951,14.3303,4.85398e-12,92.1688,1,789.055,-2.18462e-07,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1,789.055,-0.047581,14.3303,4.85398e-12,92.1688,1,789.055,-3.817e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1,789.055,0.13576,14.3303,4.85398e-12,92.1688,1,789.055,5.63935e-07,14.3303,4.74023e-12,91.0532,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1,789.055,-0.376473,14.3303,4.85398e-12,92.1688,1,789.055,3.49695e-06,14.3303,4.74023e-12,91.0532,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,1,793.134,-1.0455,0.0385003,4.85835e-12,92.1702,1,793.134,-0.206195,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,1,793.134,-1.20577,0.0385003,4.85835e-12,92.1702,1,793.134,-0.234285,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,1,793.134,-1.62846,0.0385003,4.85835e-12,92.1702,1,793.134,-0.404179,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,1,793.134,-1.45362,0.0385003,4.85835e-12,92.1702,1,793.134,-0.462845,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,1,793.134,-2.72099,0.0385003,4.85835e-12,92.1702,1,793.134,-1.41503,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,1,793.134,-2.89626,0.0385003,4.85835e-12,92.1702,1,793.134,-1.41038,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,1,793.134,-1.28446,0.0385003,4.85835e-12,92.1702,1,793.134,-0.238957,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,1,793.134,-0.576883,0.0385003,4.85835e-12,92.1702,1,793.134,-0.219002,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,1,793.134,-2.73474,0.0385003,4.85835e-12,92.1702,1,793.134,-1.37703,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,1,793.134,-2.55094,0.0385003,4.85835e-12,92.1702,1,793.134,-1.41134,0.0385003,4.74457e-12,91.0547,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,1,789.68,0.813794,79.7695,4.85835e-12,92.1702,1,789.68,1.24357e-06,79.7695,4.74457e-12,91.0547,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,1,789.68,-0.00459343,79.7695,4.85835e-12,92.1702,1,789.68,-0.00474255,79.7695,4.74457e-12,91.0547,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,1,789.68,-0.392587,79.7695,4.85835e-12,92.1702,1,789.68,1.8571e-07,79.7695,4.74457e-12,91.0547,False,69.0|71,783
