id,importanceSampling
411|4,105.428403
411|3,134.585182
411|5,161.724675
411|6,161.918753
411|8,138.138490
411|7,103.207087
411|9,160.103151
411|10,161.420738
411|12,135.968952
411|11,136.919859
411|1,82.823784
411|2,147.117556
152|8,149.802212
152|7,149.630975
152|6,156.049241
152|5,154.944850
152|12,145.360414
152|11,144.026386
152|10,116.589661
152|9,152.067193
152|3,150.766815
152|4,150.959046
152|1,77.739782
152|2,151.610373
1056|8,147.186255
1056|7,148.982275
1056|6,152.890427
1056|5,153.802493
1056|12,144.690252
1056|11,144.872488
1056|10,152.696547
1056|9,154.259745
1056|4,149.927574
1056|3,147.177956
1056|1,77.086181
1056|2,163.602175
462|6,221.573274
462|5,218.312905
462|4,165.194229
462|3,197.200900
462|9,147.558866
462|10,151.609435
462|7,160.641900
462|8,159.508065
462|11,166.689968
462|12,175.424086
462|1,90.969548
462|2,127.877690
1159|8,159.055585
1159|7,160.820804
1159|5,165.350903
1159|6,131.359164
1159|11,146.116431
1159|12,115.967596
1159|9,159.017766
1159|10,160.958274
1159|4,155.661377
1159|3,120.845590
1159|1,47.830281
1159|2,158.542801
1197|7,140.623614
1197|8,139.737223
1197|6,145.930258
1197|5,145.595924
1197|12,140.804968
1197|10,149.908630
1197|9,115.730243
1197|3,138.596139
1197|4,139.706774
1197|11,140.226839
1197|1,81.324826
1197|2,159.339925
