rep,id,eta_U,eta_L,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.53823e-08,3.31102e-08,-7.40537e-09,-9.33793e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,4.13478e-09,1.53155e-08,6.18716e-08,4.55865e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,-1.8342e-08,5.49335e-10,9.34738e-09,-5.40718e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,3.50453e-08,-1.41916e-08,2.29531e-08,1.84503e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,2.4895e-08,1.93226e-08,-6.35094e-08,2.04127e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.01371e-08,-5.57213e-09,6.4472e-08,7.23367e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.61791e-08,4.48316e-08,-8.58241e-08,8.57397e-09,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,-2.35316e-09,-3.76012e-08,2.85807e-08,2.2227e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,-2.75878e-08,-3.38845e-08,-1.90633e-08,2.60249e-08,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,-9.10228e-09,5.00143e-09,5.09527e-08,5.20354e-08,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-7.46831e-09,8.33506e-09,4.58863e-09,5.95253e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-3.49043e-09,-1.92265e-08,-9.65323e-08,-5.56058e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.35523e-08,1.30594e-08,-8.70028e-08,6.75376e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,2.76083e-08,-5.36636e-09,2.94701e-08,-2.05321e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,4.04453e-08,-1.77863e-08,-2.73388e-08,-6.76793e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,8.50843e-09,-2.18798e-08,-2.22219e-08,9.55592e-08,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,2.56275e-08,-2.757e-08,-7.78495e-08,-4.27251e-09,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-2.86344e-08,2.63776e-09,-9.92647e-08,-4.49077e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-1.00014e-08,-6.30303e-09,1.30203e-08,-2.8258e-09,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-8.39484e-09,-1.12177e-08,-3.5578e-08,-2.61393e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,-4.9186e-09,3.32875e-09,-8.72554e-08,-7.78855e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-2.6968e-08,1.64476e-08,-8.80414e-08,-2.21021e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,5.54582e-09,-4.91366e-09,-8.46498e-09,4.11293e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-8.19854e-09,-3.88934e-08,-4.60989e-08,-6.79741e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,3.35806e-08,8.99604e-09,-4.11959e-08,4.50278e-08,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,4.43956e-08,-1.75623e-09,-1.19531e-08,1.33421e-08,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,-1.91637e-08,7.46434e-09,-1.01774e-08,2.89584e-08,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,5.04539e-08,-1.30706e-09,-3.43019e-08,7.15002e-08,0,0,True,6.0|71,783
