id,eta_U_SAEM,eta_L_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-8.55425e-10,4.49342e-09,3.62387e-09,1.30375e-09,0,0,-1.10743e-11,2.84217e-12,-1.782e-11,1.79394e-11,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-5.41347e-09,-2.70306e-09,7.5006e-09,-3.72009e-09,0,0,-8.87024e-12,-1.65983e-11,1.3858e-11,-7.41363e-12,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-2.82392e-09,8.42953e-10,2.87646e-09,5.61322e-09,0,0,9.84635e-12,-1.21645e-11,9.8247e-12,1.33547e-11,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,-1.71066e-11,1.93599e-09,-4.26657e-09,1.16513e-09,0,0,8.38352e-12,7.7307e-12,4.11524e-11,-3.23421e-11,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,8.4644e-10,-1.46912e-09,-1.97165e-09,-6.39949e-09,0,0,-4.96492e-13,5.34328e-12,-3.11935e-11,-3.43912e-11,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,2.70358e-09,-2.83948e-09,1.03884e-08,8.4946e-09,0,0,9.67981e-12,1.96678e-11,1.27838e-11,4.10818e-11,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-7.88522e-10,-1.59571e-09,-4.78079e-09,-9.50827e-10,0,0,-2.52287e-12,-8.07177e-12,-2.00275e-11,5.28821e-12,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.10346e-09,8.79363e-10,3.41107e-09,4.16029e-09,0,0,1.61258e-11,-2.6148e-12,2.76112e-12,-1.02522e-11,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.68138e-09,-4.7503e-11,1.83228e-10,8.65585e-09,0,0,-7.29639e-12,-9.20863e-12,-2.10039e-11,-2.94875e-13,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-1.53724e-09,2.03803e-10,-9.22385e-09,-7.85156e-10,0,0,2.16946e-11,-1.25056e-12,-1.31199e-11,-1.45501e-11,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-1.79878e-09,1.13296e-10,2.14702e-09,4.77387e-09,0,0,9.31522e-12,-1.28466e-11,2.16476e-11,-1.99845e-11,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,3.53523e-09,1.00517e-10,-3.07536e-09,-6.45058e-09,0,0,-1.31095e-12,4.54747e-13,-3.65419e-12,-6.20133e-11,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-1.76453e-09,-3.44009e-09,3.39696e-09,1.09781e-08,0,0,4.33431e-12,-4.3201e-12,-9.93472e-12,-4.66882e-12,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.39624e-09,-8.56059e-10,5.54443e-09,-6.03464e-09,0,0,-6.10001e-12,-2.6489e-11,4.07052e-12,2.27074e-12,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,8.17894e-10,2.42696e-09,2.17427e-09,-1.94786e-09,0,0,8.3844e-12,-4.54747e-13,5.63016e-12,3.66702e-11,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-3.13935e-09,-2.91487e-09,5.70191e-09,4.84658e-09,0,0,-1.93197e-11,-1.36424e-11,1.12754e-12,-2.52576e-11,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-1.60283e-09,-2.16122e-10,-2.33491e-09,-4.38134e-09,0,0,-1.91847e-12,2.251e-11,1.86962e-12,1.94733e-11,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-2.67218e-09,-2.84527e-09,-1.27436e-09,4.46683e-10,0,0,6.58673e-12,1.83036e-11,-1.99498e-11,-2.37851e-11,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.33761e-09,2.06352e-09,-1.08937e-08,-5.41492e-09,0,0,-2.00266e-11,-1.93268e-11,4.40208e-11,3.057e-11,0,0,False,69.0|274,411
