rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.21203,0.986972,2.02239,-3.51,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.21203,0.986972,3.0434,-3.51,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.21203,0.986972,1.95166,-3.51,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.21203,0.986972,1.84824,-3.51,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.21203,0.986972,2.4283,-3.51,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.21203,0.986972,2.39402,-3.51,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.21203,0.986972,2.12049,-3.51,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.21203,0.986972,1.75458,-3.51,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.21203,0.986972,2.55516,-3.51,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.21203,0.986972,2.38254,-3.51,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,1.21203,0.733677,2.08138,-2.55152,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,1.21203,0.733677,26.7512,-2.55152,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.21203,0.733677,0.0104691,-2.55152,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,1.21203,0.733677,21.9295,-2.55152,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,1.21203,0.733677,8.78578,-2.55152,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.21203,0.733677,2.86322,-2.55152,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,1.21203,0.733677,0.0269046,-2.55152,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,1.21203,0.733677,1.68993,-2.55152,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,1.21203,0.733677,0.101434,-2.55152,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,1.21203,0.733677,0.38536,-2.55152,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,1.21203,0.733677,72.8479,-2.55152,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,1.21203,0.733677,1.71771,-2.55152,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,1.21203,0.733677,2.7001,-2.55152,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,1.21203,0.733677,0.255482,-2.55152,69.0|274,411
