id,U_SAEM,L_SAEM,m_SAEM,e_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,m_mode,e_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,1,1.31642e-07,1.04039,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|cc|2|1|162,1,1.31642e-07,1.15043,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|cc|3|1|162,1,1.31642e-07,1.0486,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|cc|4|1|162,1,1.31642e-07,1.07981,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|cc|5|1|162,1,1.31642e-07,1.02566,28.4316,0.134323,1.03457e-15,1,1.31642e-07,0.999999,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|cc|6|1|162,1,1.31642e-07,1.10134,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|cc|7|1|162,1,1.31642e-07,1.1427,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|cc|8|1|162,1,1.31642e-07,1.06675,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
8|84|sample|10|162,1,1.23563e-08,1.5178,2.50334,0.134323,1.03457e-15,1,1.23563e-08,1.52411,2.50334,0.134353,1.04114e-15,True,32.0|162,84
8|84|sample|11|162,1,1.72257e-09,1.64536,1.73633,0.134323,1.03457e-15,1,1.72257e-09,1.6633,1.73633,0.134353,1.04114e-15,True,22.0|162,84
8|84|sample|12|162,1,1.72257e-09,1.88969,1.73633,0.134323,1.03457e-15,1,1.72257e-09,1.88619,1.73633,0.134353,1.04114e-15,True,22.0|162,84
8|84|sample|3|162,1,3.29538e-10,0.982462,0.976352,0.134323,1.03457e-15,1,3.29538e-10,1.00875,0.976352,0.134353,1.04114e-15,True,55.0|162,84
8|84|sample|4|162,1,3.29538e-10,1.02778,0.976352,0.134323,1.03457e-15,1,3.29538e-10,1.04687,0.976352,0.134353,1.04114e-15,True,55.0|162,84
8|84|sample|5|162,1,3.29538e-10,0.785126,0.976352,0.134323,1.03457e-15,1,3.29538e-10,0.784935,0.976352,0.134353,1.04114e-15,True,55.0|162,84
8|84|sample|6|162,1,3.29538e-10,0.772312,0.976352,0.134323,1.03457e-15,1,3.29538e-10,0.776465,0.976352,0.134353,1.04114e-15,True,55.0|162,84
8|84|sample|7|162,1,1.23563e-08,1.40443,2.50334,0.134323,1.03457e-15,1,1.23563e-08,1.40552,2.50334,0.134353,1.04114e-15,True,32.0|162,84
8|84|sample|8|162,1,1.23563e-08,1.44277,2.50334,0.134323,1.03457e-15,1,1.23563e-08,1.44443,2.50334,0.134353,1.04114e-15,True,32.0|162,84
8|84|sample|9|162,1,1.23563e-08,1.55507,2.50334,0.134323,1.03457e-15,1,1.23563e-08,1.56807,2.50334,0.134353,1.04114e-15,True,32.0|162,84
8|84|vc|1|2|162,1,1.31642e-07,1.09551,28.4316,0.134323,1.03457e-15,1,1.31642e-07,1.0,28.4316,0.134353,1.04114e-15,False,69.0|162,84
