id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_s_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_s_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,-1.25724e-07,0,0,0,0,0,-1.00135e-08,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,1.97465e-07,0,0,0,0,0,5.13702e-08,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,3.44491e-07,0,0,0,0,0,-1.10475e-08,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,6.28449e-07,0,0,0,0,0,1.11052e-08,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,1.08885e-06,0,0,0,0,0,-1.04461e-07,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,-2.2911e-06,0,0,0,0,0,2.37715e-08,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,1.11263e-06,0,0,0,0,0,2.40388e-08,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,1.02479e-06,0,0,0,0,0,-1.14449e-08,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,-1.04018e-06,0,0,0,0,0,6.6136e-09,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,7.9647e-07,0,0,0,0,0,6.72003e-09,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,7.69382e-07,0,0,0,0,0,-2.71684e-09,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,-1.46536e-06,0,0,0,0,0,1.41022e-08,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,-1.40783e-06,0,0,0,0,0,-1.40921e-08,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,9.61022e-07,0,0,0,0,0,1.15269e-08,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,1.89271e-06,0,0,0,0,0,-5.69396e-08,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,2.84425e-07,0,0,0,0,0,7.97964e-09,0,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,-1.43828e-06,0,0,0,0,0,-5.54032e-09,0,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,9.1135e-07,0,0,0,0,0,-2.67145e-08,0,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-1.17106e-06,0,0,0,0,0,-8.1278e-09,0,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,1.30635e-06,0,0,0,0,0,8.31538e-09,0,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,-9.45287e-07,0,0,0,0,0,8.19996e-09,0,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-8.944e-07,0,0,0,0,0,6.72592e-09,0,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,1.29554e-06,0,0,0,0,0,-2.50041e-09,0,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,6.93335e-07,0,0,0,0,0,2.36305e-08,0,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,-1.3729e-06,0,0,0,0,0,5.18336e-08,0,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-2.94685e-07,0,0,0,0,0,4.28857e-09,0,0,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,-9.80794e-08,0,0,0,0,0,3.12246e-09,0,0,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,-1.70628e-08,0,0,0,0,0,-7.07859e-09,0,0,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,1.37904e-07,0,0,0,0,0,1.10621e-08,0,0,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,-8.24017e-07,0,0,0,0,0,6.92652e-09,0,0,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,1.38132e-06,0,0,0,0,0,-2.25718e-08,0,0,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,1.24441e-06,0,0,0,0,0,-2.26487e-08,0,0,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,-6.46123e-09,0,0,0,0,0,3.52294e-09,0,0,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,-6.34228e-07,0,0,0,0,0,-8.52485e-09,0,0,0,0,False,69.0|274,719
8|719|sample|10|274,0,2.55465e-07,0,0,0,0,0,6.71798e-09,0,0,0,0,True,32.0|274,719
8|719|sample|11|274,0,-4.75959e-07,0,0,0,0,0,-1.11809e-08,0,0,0,0,True,22.0|274,719
8|719|sample|12|274,0,3.16306e-07,0,0,0,0,0,-4.17133e-09,0,0,0,0,True,22.0|274,719
8|719|sample|3|274,0,1.17156e-06,0,0,0,0,0,3.21817e-09,0,0,0,0,True,55.0|274,719
8|719|sample|4|274,0,-8.47172e-07,0,0,0,0,0,-5.60483e-09,0,0,0,0,True,55.0|274,719
8|719|sample|5|274,0,1.20957e-06,0,0,0,0,0,-3.99759e-08,0,0,0,0,True,55.0|274,719
8|719|sample|6|274,0,-5.78958e-07,0,0,0,0,0,3.92864e-08,0,0,0,0,True,55.0|274,719
8|719|sample|7|274,0,3.1184e-07,0,0,0,0,0,-1.98859e-08,0,0,0,0,True,32.0|274,719
8|719|sample|8|274,0,-9.20407e-07,0,0,0,0,0,-7.46116e-09,0,0,0,0,True,32.0|274,719
8|719|sample|9|274,0,-2.19656e-07,0,0,0,0,0,8.71985e-09,0,0,0,0,True,32.0|274,719
8|719|vc|1|2|274,0,2.35695e-08,0,0,0,0,0,1.07493e-08,0,0,0,0,False,69.0|274,719
8|719|vc|2|2|274,0,9.13396e-07,0,0,0,0,0,1.12042e-08,0,0,0,0,False,69.0|274,719
8|719|vc|3|2|274,0,9.71259e-07,0,0,0,0,0,-2.21501e-08,0,0,0,0,False,69.0|274,719
8|719|vc|4|2|274,0,1.47815e-06,0,0,0,0,0,5.8532e-09,0,0,0,0,False,69.0|274,719
8|719|vc|5|2|274,0,-1.72825e-07,0,0,0,0,0,1.95942e-08,0,0,0,0,False,69.0|274,719
8|719|vc|6|2|274,0,2.48272e-07,0,0,0,0,0,7.4077e-09,0,0,0,0,False,69.0|274,719
8|719|vc|7|2|274,0,-4.18514e-07,0,0,0,0,0,1.94936e-09,0,0,0,0,False,69.0|274,719
8|719|vc|8|2|274,0,-6.82228e-08,0,0,0,0,0,1.01746e-08,0,0,0,0,False,69.0|274,719
8|488|cc|1|1|322,0,-5.14991e-07,0,0,0,0,0,-9.52045e-09,0,0,0,0,False,69.0|322,488
8|488|cc|2|1|322,0,1.65186e-06,0,0,0,0,0,-2.03509e-08,0,0,0,0,False,69.0|322,488
8|488|cc|3|1|322,0,1.10738e-06,0,0,0,0,0,-8.82552e-09,0,0,0,0,False,69.0|322,488
8|488|cc|4|1|322,0,1.97585e-06,0,0,0,0,0,-2.06963e-08,0,0,0,0,False,69.0|322,488
8|488|cc|5|1|322,0,-1.7763e-06,0,0,0,0,0,-1.98211e-08,0,0,0,0,False,69.0|322,488
8|488|cc|6|1|322,0,6.24009e-07,0,0,0,0,0,-5.69605e-09,0,0,0,0,False,69.0|322,488
8|488|cc|7|1|322,0,9.25536e-07,0,0,0,0,0,-5.33773e-09,0,0,0,0,False,69.0|322,488
8|488|cc|8|1|322,0,3.93846e-07,0,0,0,0,0,-4.18983e-09,0,0,0,0,False,69.0|322,488
8|488|sample|10|322,0,7.96998e-07,0,0,0,0,0,8.43239e-09,0,0,0,0,True,32.0|322,488
