id,eta_L_gap_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_gap_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,-1.61233,0,1.55131,0,0,-0.505424,0,1.55823,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,-3.74981,0,1.05381,0,0,-0.138274,0,0.990748,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,-1.26124,0,1.66574,0,0,0.0251322,0,1.67114,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.76776,0,1.64047,0,0,4.18137,0,1.55468,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,-2.23701,0,1.29432,0,0,-0.911952,0,1.30185,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,-2.45577,0,1.25944,0,0,-0.621223,0,1.22489,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,-0.854968,0,1.57407,0,0,3.29597,0,1.50334,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,-0.79739,0,1.7438,0,0,0.042531,0,1.72324,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,-1.59352,0,1.15449,0,0,-0.852459,0,1.20891,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,-2.20951,0,1.31511,0,0,-0.620518,0,1.34349,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,-0.0744044,0,0.0132427,0,0,-4.30332e-09,0,2.59138e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.109452,0,-0.00174009,0,0,-4.69778e-08,0,-4.06462e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,-0.0657286,0,-0.10843,0,0,-1.99765e-07,0,2.05712e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0.314164,0,0.225851,0,0,3.71477e-07,0,8.58327e-09,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.376789,0,0.0923618,0,0,-9.76058e-09,0,2.81088e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,-0.21738,0,0.131575,0,0,1.49363e-07,0,-3.09256e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,-0.00956274,0,0.0953102,0,0,-6.45664e-08,0,-2.29185e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.334996,0,0.0677418,0,0,-3.06694e-07,0,-7.56219e-08,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.261161,0,-0.12675,0,0,-1.64906e-07,0,1.28146e-07,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.179094,0,-0.0953657,0,0,6.48995e-08,0,-4.11322e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.17616,0,0.00745671,0,0,-3.37459e-07,0,-7.42549e-08,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0.0797901,0,-0.0234888,0,0,2.2662e-07,0,1.34043e-07,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,-0.272358,0,0.0853038,0,0,-3.83879e-07,0,-1.77821e-08,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0.0489283,0,0.011362,0,0,2.4429e-07,0,2.57943e-08,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.245279,0,-0.0700984,0,0,-3.2179e-07,0,1.06947e-08,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.502423,0,-0.084515,0,0,-2.31817e-07,0,2.14869e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,6.01944,0,4.64981,0,0,6.14606,0,4.46049,0,0,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,6.55813,0,3.98887,0,0,6.24254,0,4.29507,0,0,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,5.58546,0,3.69843,0,0,5.62906,0,3.97111,0,0,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,5.72406,0,3.88067,0,0,5.6093,0,4.00551,0,0,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,-0.545308,0,-0.576388,0,0,1.64343,0,-0.669147,0,0,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,-1.3092,0,-0.447137,0,0,0.639992,0,-0.470547,0,0,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,6.37138,0,4.18482,0,0,6.15891,0,4.42243,0,0,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,5.25849,0,4.50588,0,0,6.18473,0,4.47837,0,0,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,-3.02456,0,-1.82295,0,0,-1.71479,0,-1.82407,0,0,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,-3.42555,0,-1.84279,0,0,-1.5291,0,-1.85886,0,0,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,-0.262462,0,0.10002,0,0,-9.22331e-08,0,-1.01699e-07,0,0,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,0.142181,0,0.255036,0,0,4.88156e-08,0,3.10772e-07,0,0,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,-0.309063,0,0.145831,0,0,3.04675e-07,0,-2.62728e-07,0,0,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,-0.329451,0,0.10697,0,0,1.85452e-07,0,-2.60068e-07,0,0,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,-0.0888785,0,0.336228,0,0,-2.85457e-07,0,-3.28789e-08,0,0,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,-0.522557,0,-0.130191,0,0,-2.05581e-07,0,1.69049e-07,0,0,False,69.0|71,783
