rep,id,f,h,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.525789,1.55723,-7.53518,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.267655,1.55723,-12.4944,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.650745,1.55723,-14.3702,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.816067,1.55723,-9.20987,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.466559,1.55723,-12.3331,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.382165,1.55723,-7.77018,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.601176,1.55723,-13.6907,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.665365,1.55723,-7.029,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.38346,1.55723,-12.3681,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.446542,1.55723,-4.53233,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.730322,1.55723,-10.6627,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.672493,1.55723,-6.81794,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,1.35854,1.55723,-9.20271,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.330475,1.55723,-12.309,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.371716,1.55723,-13.0266,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.11904,1.55723,-8.57116,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.952048,1.55723,-9.91712,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.523312,1.55723,-5.75431,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.710965,1.55723,-13.1926,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.27231,1.55723,-11.3681,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.20816,1.55723,-11.2649,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.39255,1.55723,-6.40352,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.48273,1.55723,-8.23114,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.248315,1.55723,-9.26761,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.226068,1.55723,-9.13733,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,1.04127,1.55723,-10.1654,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.319045,1.55723,-0.759381,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.37167,1.55723,2.38845,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.36934,1.55723,5.8031,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.283481,1.55723,5.93018,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.107152,1.55723,4.16662,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.115378,1.55723,2.95236,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.122627,1.55723,2.58413,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.167149,1.55723,2.98631,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.256002,1.55723,-1.6128,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.32126,1.55723,1.51138,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.0807648,1.55723,3.12529,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0.340411,1.55723,-0.743845,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0.258535,1.55723,4.70535,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0.371017,1.55723,0.925993,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.0714419,1.55723,0.289554,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0.137722,1.55723,2.7841,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0.357248,1.55723,3.05233,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0.126855,1.55723,5.72492,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0.0551754,1.55723,1.94656,69.0|322,152
1,8|152|8|152|vc|2|2|322|2|322|69.0,0.129336,1.55723,3.64171,69.0|322,152
1,8|152|8|152|vc|3|2|322|2|322|69.0,0.169344,1.55723,4.43579,69.0|322,152
1,8|152|8|152|vc|4|2|322|2|322|69.0,0.436485,1.55723,-4.97835,69.0|322,152
1,8|152|8|152|vc|5|2|322|2|322|69.0,0.169513,1.55723,6.61372,69.0|322,152
1,8|152|8|152|vc|6|2|322|2|322|69.0,0.30908,1.55723,-0.625659,69.0|322,152
1,8|152|8|152|vc|7|2|322|2|322|69.0,0.231235,1.55723,3.07877,69.0|322,152
1,8|152|8|152|vc|8|2|322|2|322|69.0,0.184915,1.55723,-2.64791,69.0|322,152
1,8|1056|8|1056|sample|8|276|8|276|65.0,0.117896,1.55723,-15.8631,65.0|276,1056
1,8|1056|8|1056|sample|7|276|7|276|65.0,0.105144,1.55723,-14.4342,65.0|276,1056
1,8|1056|8|1056|sample|6|276|6|276|65.0,0.115223,1.55723,-15.3485,65.0|276,1056
1,8|1056|8|1056|sample|5|276|5|276|65.0,0.118967,1.55723,-17.2238,65.0|276,1056
1,8|1056|8|1056|sample|12|276|12|276|28.0,0.0260477,1.55723,-12.4691,28.0|276,1056
1,8|1056|8|1056|sample|11|276|11|276|28.0,0.0401195,1.55723,-15.2782,28.0|276,1056
1,8|1056|8|1056|sample|10|276|10|276|28.0,0.0475522,1.55723,-11.1855,28.0|276,1056
1,8|1056|8|1056|sample|9|276|9|276|28.0,0.055318,1.55723,-8.61197,28.0|276,1056
1,8|1056|8|1056|sample|4|276|4|276|22.0,0.0998014,1.55723,-10.6264,22.0|276,1056
1,8|1056|8|1056|sample|3|276|3|276|22.0,0.0860116,1.55723,-16.5819,22.0|276,1056
1,8|1056|8|1056|cc|1|1|276|1|276|69.0,0.185868,1.55723,-15.2116,69.0|276,1056
1,8|1056|8|1056|cc|2|1|276|1|276|69.0,0.0578103,1.55723,-16.6532,69.0|276,1056
1,8|1056|8|1056|cc|3|1|276|1|276|69.0,0.0846286,1.55723,-13.1371,69.0|276,1056
1,8|1056|8|1056|cc|4|1|276|1|276|69.0,0.122616,1.55723,-14.6786,69.0|276,1056
1,8|1056|8|1056|cc|5|1|276|1|276|69.0,0.05206,1.55723,-8.8038,69.0|276,1056
1,8|1056|8|1056|cc|6|1|276|1|276|69.0,0.0274009,1.55723,-15.1024,69.0|276,1056
1,8|1056|8|1056|cc|7|1|276|1|276|69.0,0.0455994,1.55723,-11.7394,69.0|276,1056
1,8|1056|8|1056|cc|8|1|276|1|276|69.0,0.141961,1.55723,-12.7887,69.0|276,1056
