id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_eta_alpha_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_eta_alpha_mode,mab_virus,run_id
411|4,0,-3.55494e-09,0,0,0,-1.21636e-11,0,0,70.0|274,411
411|3,0,6.86637e-10,0,0,0,1.19855e-11,0,0,70.0|274,411
411|5,0,-1.8524e-09,0,0,0,-1.37182e-10,0,0,70.0|274,411
411|6,0,-1.05012e-09,0,0,0,3.24936e-11,0,0,70.0|274,411
411|8,0,-2.80136e-09,0,0,0,-3.17817e-11,0,0,70.0|274,411
411|7,0,1.58819e-09,0,0,0,7.0056e-11,0,0,70.0|274,411
411|9,0,1.5984e-09,0,0,0,9.97069e-12,0,0,70.0|274,411
411|10,0,1.39672e-09,0,0,0,1.91651e-11,0,0,70.0|274,411
411|12,0,-7.79807e-09,0,0,0,3.24176e-11,0,0,70.0|274,411
411|11,0,5.80961e-09,0,0,0,-6.65352e-11,0,0,70.0|274,411
411|1,0,-7.76467e-10,0,0,0,2.4766e-11,0,0,69.0|274,411
411|2,0,-1.32945e-09,0,0,0,-2.05382e-11,0,0,69.0|274,411
152|8,0,1.73484e-11,0,0,0,1.82574e-11,0,0,65.0|322,152
152|7,0,1.33277e-09,0,0,0,-7.35745e-12,0,0,65.0|322,152
152|6,0,4.09505e-09,0,0,0,1.92122e-11,0,0,65.0|322,152
152|5,0,3.98762e-09,0,0,0,1.90594e-11,0,0,65.0|322,152
152|12,0,4.66186e-09,0,0,0,4.4432e-11,0,0,28.0|322,152
152|11,0,7.55362e-10,0,0,0,-2.09219e-11,0,0,28.0|322,152
152|10,0,-1.65282e-09,0,0,0,2.49545e-11,0,0,28.0|322,152
152|9,0,3.36164e-09,0,0,0,2.4591e-11,0,0,28.0|322,152
152|3,0,-1.5323e-09,0,0,0,1.81681e-11,0,0,22.0|322,152
152|4,0,1.34593e-09,0,0,0,1.79088e-11,0,0,22.0|322,152
152|1,0,-2.0006e-09,0,0,0,1.82068e-11,0,0,69.0|322,152
152|2,0,1.02755e-09,0,0,0,7.64127e-11,0,0,69.0|322,152
1056|8,0,6.25699e-10,0,0,0,1.72138e-11,0,0,65.0|276,1056
1056|7,0,4.7396e-09,0,0,0,3.78571e-11,0,0,65.0|276,1056
1056|6,0,-2.37908e-09,0,0,0,1.41507e-11,0,0,65.0|276,1056
1056|5,0,3.37983e-09,0,0,0,4.25118e-11,0,0,65.0|276,1056
1056|12,0,3.65561e-09,0,0,0,3.39855e-11,0,0,28.0|276,1056
1056|11,0,-7.79155e-10,0,0,0,-1.09044e-11,0,0,28.0|276,1056
