id,U_SAEM,L_SAEM,h_SAEM,f_SAEM,alpha_SAEM,k_SAEM,U_mode,L_mode,h_mode,f_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,1.0001,794.755,0.0716298,4.62898,1.19939e-11,0.123585,1.0001,794.755,-0.272709,1.03134,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,1.0001,794.755,0.161991,6.22682,1.19939e-11,0.123585,1.0001,794.755,-0.271765,1.02677,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,1.0001,794.755,-0.221089,4.72317,1.19939e-11,0.123585,1.0001,794.755,-0.473633,1.06506,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,1.0001,794.755,-0.209065,7.6238,1.19939e-11,0.123585,1.0001,794.755,-0.493071,1.07004,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,1.0001,794.755,0.162482,13.1804,1.19939e-11,0.123585,1.0001,794.755,-0.262454,1.02743,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,1.0001,794.755,-0.0458214,6.78551,1.19939e-11,0.123585,1.0001,794.755,-0.268062,1.028,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,1.0001,794.755,-0.385683,2.14116,1.19939e-11,0.123585,1.0001,794.755,-0.481366,1.06641,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,1.0001,794.755,0.151115,12.9942,1.19939e-11,0.123585,1.0001,794.755,-0.481471,1.06792,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,1.0001,794.755,-0.0499091,5.47429,1.19939e-11,0.123585,1.0001,794.755,-0.243302,1.02282,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,1.0001,794.755,0.0146728,6.45103,1.19939e-11,0.123585,1.0001,794.755,-0.269017,1.02817,1.18638e-11,0.122993,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,1.0001,789.346,-0.044696,8.08813,1.19939e-11,0.123585,1.0001,789.346,-2.86116e-06,0.999997,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,1.0001,789.346,0.215343,9.23038,1.19939e-11,0.123585,1.0001,789.346,4.8179e-06,0.999997,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,1.0001,789.346,0.500922,7.91101,1.19939e-11,0.123585,1.0001,789.346,1.5034e-07,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,1.0001,789.346,0.0426673,6.13986,1.19939e-11,0.123585,1.0001,789.346,-8.45829e-07,0.999998,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,1.0001,789.346,-0.229931,5.46125,1.19939e-11,0.123585,1.0001,789.346,1.07985e-06,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,1.0001,789.346,-0.138592,9.57182,1.19939e-11,0.123585,1.0001,789.346,1.65643e-06,0.999998,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,1.0001,789.346,0.243752,17.7243,1.19939e-11,0.123585,1.0001,789.346,7.53095e-07,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,1.0001,789.346,0.434068,6.25802,1.19939e-11,0.123585,1.0001,789.346,2.65023e-07,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,1.0001,789.346,0.257345,9.36696,1.19939e-11,0.123585,1.0001,789.346,3.93679e-06,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,1.0001,789.346,-0.339976,6.9205,1.19939e-11,0.123585,1.0001,789.346,4.9344e-06,0.999999,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,1.0001,789.346,-0.114737,7.77655,1.19939e-11,0.123585,1.0001,789.346,1.59922e-07,0.999998,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,1.0001,789.346,0.164084,6.47205,1.19939e-11,0.123585,1.0001,789.346,-3.17868e-07,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,1.0001,789.346,-0.010806,9.79948,1.19939e-11,0.123585,1.0001,789.346,-1.20524e-07,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,1.0001,789.346,-0.0656949,5.94301,1.19939e-11,0.123585,1.0001,789.346,8.88776e-07,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,1.0001,789.346,0.216468,5.37929,1.19939e-11,0.123585,1.0001,789.346,-4.73244e-06,1,1.18638e-11,0.122993,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,1.0001,789.346,0.10066,4.26446,1.19939e-11,0.123585,1.0001,789.346,7.76593e-07,0.999999,1.18638e-11,0.122993,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,1,793.19,-0.336455,4.01069,1.19943e-11,0.123588,1,793.19,-0.414039,1.08906,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|4|71|4|71|6.0,1,793.19,-0.0423074,6.13712,1.19943e-11,0.123588,1,793.19,-0.416733,1.08797,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|5|71|5|71|6.0,1,793.19,-0.439784,5.89104,1.19943e-11,0.123588,1,793.19,-0.422251,1.07542,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|6|71|6|71|6.0,1,793.19,-0.580818,11.4607,1.19943e-11,0.123588,1,793.19,-0.432157,1.07649,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|7|71|7|71|6.0,1,793.19,-0.114607,2.89902,1.19943e-11,0.123588,1,793.19,-0.385873,1.0249,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|8|71|8|71|6.0,1,793.19,-0.163557,7.31077,1.19943e-11,0.123588,1,793.19,-0.388942,1.02591,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|10|71|10|71|6.0,1,793.19,-0.121452,6.52595,1.19943e-11,0.123588,1,793.19,-0.423764,1.09101,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|9|71|9|71|6.0,1,793.19,-0.108768,8.33725,1.19943e-11,0.123588,1,793.19,-0.417365,1.09016,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|12|71|12|71|6.0,1,793.19,0.283832,5.22865,1.19943e-11,0.123588,1,793.19,-0.33876,1.01638,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|sample|11|71|11|71|6.0,1,793.19,-0.134264,5.33438,1.19943e-11,0.123588,1,793.19,-0.352966,1.0177,1.18642e-11,0.122996,True,6.0|71,783
14|783|14|783|cc|1|1|71|1|71|69.0,1,789.094,0.0150282,3.93943,1.19943e-11,0.123588,1,789.094,1.69162e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|cc|2|1|71|1|71|69.0,1,789.094,0.217808,10.732,1.19943e-11,0.123588,1,789.094,2.76527e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|cc|3|1|71|1|71|69.0,1,789.094,-0.0262391,8.1641,1.19943e-11,0.123588,1,789.094,2.08198e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|cc|4|1|71|1|71|69.0,1,789.094,-0.0256488,7.12255,1.19943e-11,0.123588,1,789.094,-3.94259e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|cc|5|1|71|1|71|69.0,1,789.094,-0.150202,4.93668,1.19943e-11,0.123588,1,789.094,1.59953e-08,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|cc|6|1|71|1|71|69.0,1,789.094,-0.0583029,9.47312,1.19943e-11,0.123588,1,789.094,-2.50587e-08,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|cc|7|1|71|1|71|69.0,1,789.094,0.325338,5.34621,1.19943e-11,0.123588,1,789.094,-1.34692e-07,0.999999,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|cc|8|1|71|1|71|69.0,1,789.094,-0.137394,6.96855,1.19943e-11,0.123588,1,789.094,2.29772e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|1|2|71|2|71|69.0,1,789.094,-0.213674,7.17126,1.19943e-11,0.123588,1,789.094,-2.22601e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|2|2|71|2|71|69.0,1,789.094,0.043612,4.72927,1.19943e-11,0.123588,1,789.094,2.7501e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|3|2|71|2|71|69.0,1,789.094,0.361087,7.52992,1.19943e-11,0.123588,1,789.094,-3.96531e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|4|2|71|2|71|69.0,1,789.094,-0.0338788,8.89272,1.19943e-11,0.123588,1,789.094,-2.20898e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|5|2|71|2|71|69.0,1,789.094,0.21026,5.52371,1.19943e-11,0.123588,1,789.094,-6.55258e-08,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|6|2|71|2|71|69.0,1,789.094,0.170665,6.31936,1.19943e-11,0.123588,1,789.094,-3.07759e-07,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|7|2|71|2|71|69.0,1,789.094,-0.353085,3.28732,1.19943e-11,0.123588,1,789.094,2.55461e-08,1,1.18642e-11,0.122996,False,69.0|71,783
14|783|14|783|vc|8|2|71|2|71|69.0,1,789.094,0.235439,12.2299,1.19943e-11,0.123588,1,789.094,4.45883e-08,1,1.18642e-11,0.122996,False,69.0|71,783
