id,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,766.09,1.97945,0.0565982,47.4257,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|cc|2|1|162,766.09,1.96643,0.0565982,47.4256,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|cc|3|1|162,766.09,1.99642,0.0565982,47.4257,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|cc|4|1|162,766.09,1.99287,0.0565982,47.4257,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|cc|5|1|162,766.09,1.98534,0.0565982,47.4256,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|cc|6|1|162,766.09,1.95293,0.0565982,47.4257,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|cc|7|1|162,766.09,1.98365,0.0565982,47.4257,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|cc|8|1|162,766.09,1.93851,0.0565982,47.4257,17.0226,6.33031,766.862,1.97592,0.0568168,47.4256,17.1471,6.33702,False,69.0|162,84
8|84|sample|10|162,766.09,0.725744,0.0565948,13.4231,17.0226,6.33031,766.862,0.722226,0.0568134,13.4231,17.1471,6.33702,True,32.0|162,84
8|84|sample|11|162,766.09,0.842419,0.0566043,14.0996,17.0226,6.33031,766.862,0.834758,0.056823,14.0996,17.1471,6.33702,True,22.0|162,84
8|84|sample|12|162,766.09,0.756453,0.0566043,14.0995,17.0226,6.33031,766.862,0.75284,0.056823,14.0996,17.1471,6.33702,True,22.0|162,84
8|84|sample|3|162,766.09,0.592348,0.0565992,3.49598,17.0226,6.33031,766.862,0.582181,0.0568178,3.49597,17.1471,6.33702,True,55.0|162,84
8|84|sample|4|162,766.09,0.553078,0.0565992,3.49598,17.0226,6.33031,766.862,0.548588,0.0568178,3.49597,17.1471,6.33702,True,55.0|162,84
8|84|sample|5|162,766.09,0.519586,0.0565992,3.49598,17.0226,6.33031,766.862,0.511575,0.0568178,3.49597,17.1471,6.33702,True,55.0|162,84
