id,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0.194271,0,-0.240197,0,0,-3.66516e-07,0,2.53386e-08,0,0,False,69.0|162,84
8|84|cc|2|1|162,-0.308407,0,0.00173034,0,0,4.09447e-07,0,-9.14937e-08,0,0,False,69.0|162,84
8|84|cc|3|1|162,0.787204,0,0.34879,0,0,5.00509e-08,0,1.37344e-07,0,0,False,69.0|162,84
8|84|cc|4|1|162,-0.0795284,0,-0.0518215,0,0,-2.69202e-07,0,-3.2592e-08,0,0,False,69.0|162,84
8|84|cc|5|1|162,0.569065,0,0.0102177,0,0,1.38677e-07,0,-2.42238e-07,0,0,False,69.0|162,84
8|84|cc|6|1|162,-0.724482,0,-0.0964281,0,0,1.41848e-07,0,-1.65216e-07,0,0,False,69.0|162,84
8|84|cc|7|1|162,-0.152038,0,0.0576043,0,0,3.02443e-07,0,4.88997e-08,0,0,False,69.0|162,84
8|84|cc|8|1|162,-0.308412,0,-0.0112649,0,0,9.22402e-08,0,-1.2579e-07,0,0,False,69.0|162,84
8|84|sample|10|162,0.539535,0,0.125463,0,0,-0.0311946,0,-1.62072e-07,0,0,True,32.0|162,84
8|84|sample|11|162,0.024103,0,-0.0371558,0,0,0.0419905,0,5.63667e-08,0,0,True,22.0|162,84
8|84|sample|12|162,0.184341,0,0.171055,0,0,-0.280094,0,5.75548e-08,0,0,True,22.0|162,84
8|84|sample|3|162,0.248297,0,-0.04154,0,0,0.563642,0,-2.50783e-07,0,0,True,55.0|162,84
8|84|sample|4|162,0.155124,0,-0.0966253,0,0,0.494824,0,6.13425e-08,0,0,True,55.0|162,84
8|84|sample|5|162,0.246997,0,-0.150165,0,0,0.103227,0,2.28874e-07,0,0,True,55.0|162,84
8|84|sample|6|162,0.713289,0,-0.0595305,0,0,0.12378,0,3.48068e-08,0,0,True,55.0|162,84
8|84|sample|7|162,0.262478,0,-0.0237309,0,0,0.308139,0,1.90868e-07,0,0,True,32.0|162,84
8|84|sample|8|162,0.771072,0,-0.00371688,0,0,0.282276,0,2.79197e-08,0,0,True,32.0|162,84
8|84|sample|9|162,-0.546034,0,-0.173191,0,0,0.0761005,0,-2.6739e-07,0,0,True,32.0|162,84
8|84|vc|1|2|162,0.12576,0,0.0737583,0,0,3.39477e-07,0,-1.89338e-08,0,0,False,69.0|162,84
8|84|vc|2|2|162,0.156215,0,0.0790338,0,0,-1.06953e-08,0,2.33252e-07,0,0,False,69.0|162,84
8|84|vc|3|2|162,-0.362198,0,-0.0937462,0,0,-6.05916e-08,0,-2.23195e-07,0,0,False,69.0|162,84
8|84|vc|4|2|162,0.716637,0,-0.0480957,0,0,-1.55208e-07,0,1.37216e-07,0,0,False,69.0|162,84
8|84|vc|5|2|162,0.154015,0,-0.0278286,0,0,1.63373e-08,0,-1.01421e-07,0,0,False,69.0|162,84
8|84|vc|6|2|162,-0.0404204,0,0.196308,0,0,-2.96989e-07,0,1.40715e-07,0,0,False,69.0|162,84
8|84|vc|7|2|162,-0.640019,0,0.130247,0,0,-2.15943e-07,0,-1.38147e-08,0,0,False,69.0|162,84
