rep,id,eta_L,eta_m,eta_e,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,8|84|cc|1|1|162,1.54828,0,-2.44251,0,0,False,69.0|162,84
1,8|84|cc|2|1|162,-7.45213,0,-3.64946,0,0,False,69.0|162,84
1,8|84|cc|3|1|162,6.81435,0,0.26538,0,0,False,69.0|162,84
1,8|84|cc|4|1|162,-3.77286,0,-2.291,0,0,False,69.0|162,84
1,8|84|cc|5|1|162,-1.72493,0,3.89465,0,0,False,69.0|162,84
1,8|84|cc|6|1|162,-2.61179,0,-0.0148463,0,0,False,69.0|162,84
1,8|84|cc|7|1|162,-3.45403,0,1.52718,0,0,False,69.0|162,84
1,8|84|cc|8|1|162,-2.91729,0,-1.8097,0,0,False,69.0|162,84
1,8|84|sample|10|162,6.78091,0,-2.17136,0,0,True,32.0|162,84
1,8|84|sample|11|162,2.12089,0,-2.41329,0,0,True,22.0|162,84
1,8|84|sample|12|162,-3.58858,0,-2.83566,0,0,True,22.0|162,84
1,8|84|sample|3|162,4.9766,0,1.57946,0,0,True,55.0|162,84
1,8|84|sample|4|162,-4.3403,0,0.563098,0,0,True,55.0|162,84
1,8|84|sample|5|162,4.00931,0,-5.21027,0,0,True,55.0|162,84
1,8|84|sample|6|162,4.2111,0,-0.898113,0,0,True,55.0|162,84
1,8|84|sample|7|162,5.22606,0,-2.88737,0,0,True,32.0|162,84
1,8|84|sample|8|162,-5.34826,0,-0.679168,0,0,True,32.0|162,84
1,8|84|sample|9|162,-12.123,0,3.69715,0,0,True,32.0|162,84
1,8|84|vc|1|2|162,2.16236,0,-0.851616,0,0,False,69.0|162,84
1,8|84|vc|2|2|162,-6.8671,0,-0.588192,0,0,False,69.0|162,84
1,8|84|vc|3|2|162,-7.34883,0,-0.699937,0,0,False,69.0|162,84
1,8|84|vc|4|2|162,-4.30351,0,1.71371,0,0,False,69.0|162,84
1,8|84|vc|5|2|162,4.37161,0,-0.0492634,0,0,False,69.0|162,84
1,8|84|vc|6|2|162,-0.88794,0,-3.82828,0,0,False,69.0|162,84
1,8|84|vc|7|2|162,1.293,0,-0.667903,0,0,False,69.0|162,84
1,8|84|vc|8|2|162,-1.65865,0,-0.687829,0,0,False,69.0|162,84
1,8|719|cc|1|1|274,14.31,0,2.47132,0,0,False,69.0|274,719
1,8|719|cc|2|1|274,-1.13803,0,-1.70832,0,0,False,69.0|274,719
1,8|719|cc|3|1|274,-14.6357,0,-1.82079,0,0,False,69.0|274,719
1,8|719|cc|4|1|274,2.70932,0,1.59429,0,0,False,69.0|274,719
1,8|719|cc|5|1|274,1.3459,0,-3.03057,0,0,False,69.0|274,719
1,8|719|cc|6|1|274,2.27186,0,-1.24517,0,0,False,69.0|274,719
1,8|719|cc|7|1|274,1.77915,0,-1.0238,0,0,False,69.0|274,719
1,8|719|cc|8|1|274,1.33338,0,-0.118739,0,0,False,69.0|274,719
1,8|719|sample|10|274,7.97511,0,2.20187,0,0,True,32.0|274,719
1,8|719|sample|11|274,1.07963,0,0.387259,0,0,True,22.0|274,719
1,8|719|sample|12|274,-4.51239,0,-6.86092,0,0,True,22.0|274,719
1,8|719|sample|3|274,5.16892,0,0.912654,0,0,True,55.0|274,719
1,8|719|sample|4|274,3.3008,0,5.01803,0,0,True,55.0|274,719
1,8|719|sample|5|274,3.2648,0,-0.873715,0,0,True,55.0|274,719
1,8|719|sample|6|274,2.3201,0,-2.24084,0,0,True,55.0|274,719
1,8|719|sample|7|274,3.65832,0,-1.80316,0,0,True,32.0|274,719
1,8|719|sample|8|274,0.932407,0,1.98247,0,0,True,32.0|274,719
1,8|719|sample|9|274,10.7852,0,-0.988785,0,0,True,32.0|274,719
1,8|719|vc|1|2|274,10.3592,0,-0.169104,0,0,False,69.0|274,719
1,8|719|vc|2|2|274,-4.77001,0,3.67401,0,0,False,69.0|274,719
1,8|719|vc|3|2|274,-3.18974,0,-1.73335,0,0,False,69.0|274,719
1,8|719|vc|4|2|274,-5.21603,0,4.69445,0,0,False,69.0|274,719
1,8|719|vc|5|2|274,3.78643,0,-2.05517,0,0,False,69.0|274,719
1,8|719|vc|6|2|274,-5.08375,0,4.26072,0,0,False,69.0|274,719
1,8|719|vc|7|2|274,0.953029,0,-0.479166,0,0,False,69.0|274,719
1,8|719|vc|8|2|274,5.73951,0,1.19335,0,0,False,69.0|274,719
1,8|488|cc|1|1|322,3.37732,0,-2.72602,0,0,False,69.0|322,488
1,8|488|cc|2|1|322,5.63623,0,-1.14537,0,0,False,69.0|322,488
1,8|488|cc|3|1|322,-2.81889,0,-1.21147,0,0,False,69.0|322,488
1,8|488|cc|4|1|322,11.3091,0,-2.70379,0,0,False,69.0|322,488
1,8|488|cc|5|1|322,-11.7133,0,2.77616,0,0,False,69.0|322,488
1,8|488|cc|6|1|322,-4.40493,0,-2.2511,0,0,False,69.0|322,488
1,8|488|cc|7|1|322,3.18685,0,0.98527,0,0,False,69.0|322,488
1,8|488|cc|8|1|322,0.480122,0,-1.20093,0,0,False,69.0|322,488
1,8|488|sample|10|322,-6.11479,0,1.08261,0,0,True,32.0|322,488
1,8|488|sample|11|322,-1.02152,0,1.32996,0,0,True,22.0|322,488
1,8|488|sample|12|322,-10.6559,0,1.71592,0,0,True,22.0|322,488
1,8|488|sample|3|322,7.79952,0,3.16638,0,0,True,55.0|322,488
1,8|488|sample|4|322,-15.7358,0,-1.57132,0,0,True,55.0|322,488
1,8|488|sample|5|322,1.28594,0,3.10674,0,0,True,55.0|322,488
1,8|488|sample|6|322,0.550026,0,-0.747255,0,0,True,55.0|322,488
1,8|488|sample|7|322,4.48266,0,1.96767,0,0,True,32.0|322,488
1,8|488|sample|8|322,1.60437,0,-2.66009,0,0,True,32.0|322,488
1,8|488|sample|9|322,-5.35827,0,0.703614,0,0,True,32.0|322,488
1,8|488|vc|1|2|322,4.21416,0,-0.116277,0,0,False,69.0|322,488
1,8|488|vc|2|2|322,-1.33959,0,4.42059,0,0,False,69.0|322,488
1,8|488|vc|3|2|322,7.32222,0,-2.9062,0,0,False,69.0|322,488
1,8|488|vc|4|2|322,1.13408,0,0.750785,0,0,False,69.0|322,488
1,8|488|vc|5|2|322,-6.1674,0,-2.57084,0,0,False,69.0|322,488
1,8|488|vc|6|2|322,6.91274,0,-0.858453,0,0,False,69.0|322,488
1,8|488|vc|7|2|322,-5.27074,0,-0.372453,0,0,False,69.0|322,488
1,8|488|vc|8|2|322,2.46243,0,0.732399,0,0,False,69.0|322,488
1,8|847|cc|1|1|69,0.367131,0,-4.09133,0,0,False,69.0|69,847
1,8|847|cc|2|1|69,-1.15582,0,-0.891576,0,0,False,69.0|69,847
1,8|847|cc|3|1|69,3.59415,0,0.757832,0,0,False,69.0|69,847
1,8|847|cc|4|1|69,-0.21834,0,1.17668,0,0,False,69.0|69,847
1,8|847|cc|5|1|69,-0.899998,0,1.41069,0,0,False,69.0|69,847
1,8|847|cc|6|1|69,-6.17873,0,3.13485,0,0,False,69.0|69,847
1,8|847|cc|7|1|69,-1.66364,0,1.81514,0,0,False,69.0|69,847
1,8|847|cc|8|1|69,2.40387,0,0.50768,0,0,False,69.0|69,847
1,8|847|sample|10|69,-3.04228,0,1.26567,0,0,True,32.0|69,847
1,8|847|sample|11|69,-6.59678,0,-2.35046,0,0,True,22.0|69,847
1,8|847|sample|12|69,2.94077,0,0.769177,0,0,True,22.0|69,847
1,8|847|sample|3|69,6.85575,0,-1.5156,0,0,True,55.0|69,847
1,8|847|sample|4|69,8.70736,0,0.288697,0,0,True,55.0|69,847
1,8|847|sample|5|69,-3.16713,0,0.561044,0,0,True,55.0|69,847
1,8|847|sample|6|69,-5.57601,0,-1.03347,0,0,True,55.0|69,847
1,8|847|sample|7|69,6.37323,0,-5.05412,0,0,True,32.0|69,847
1,8|847|sample|8|69,-2.40215,0,1.08273,0,0,True,32.0|69,847
1,8|847|sample|9|69,0.266669,0,0.861916,0,0,True,32.0|69,847
1,8|847|vc|1|2|69,1.07439,0,0.855108,0,0,False,69.0|69,847
1,8|847|vc|2|2|69,-6.15126,0,-0.86085,0,0,False,69.0|69,847
1,8|847|vc|3|2|69,3.8726,0,-2.45895,0,0,False,69.0|69,847
1,8|847|vc|4|2|69,6.02604,0,-1.41384,0,0,False,69.0|69,847
1,8|847|vc|5|2|69,3.3971,0,2.14578,0,0,False,69.0|69,847
1,8|847|vc|6|2|69,-2.12279,0,-3.2715,0,0,False,69.0|69,847
1,8|847|vc|7|2|69,0.443451,0,-0.368674,0,0,False,69.0|69,847
1,8|847|vc|8|2|69,-0.0633738,0,-2.73989,0,0,False,69.0|69,847
1,8|474|cc|1|1|276,1.10152,0,4.18713,0,0,False,69.0|276,474
1,8|474|cc|2|1|276,4.75802,0,0.773788,0,0,False,69.0|276,474
1,8|474|cc|3|1|276,-2.49803,0,1.11291,0,0,False,69.0|276,474
1,8|474|cc|4|1|276,-1.49792,0,1.67568,0,0,False,69.0|276,474
