id,importanceSampling
411|4,137.297371
411|3,141.967583
411|5,161.964875
411|6,130.425283
411|8,137.741209
411|7,138.276475
411|9,159.239601
411|10,163.617118
411|12,103.612713
411|11,136.366784
411|1,82.971794
411|2,147.101363
152|8,147.216333
152|7,147.503666
152|6,154.870426
152|5,154.013281
152|12,148.991197
152|11,145.763553
152|10,152.284142
152|9,151.341589
152|3,156.825574
152|4,163.388118
152|1,77.792932
152|2,150.554932
1056|8,109.937478
1056|7,144.718297
1056|6,150.782086
1056|5,117.126920
1056|12,159.010369
1056|11,155.577516
1056|10,153.983312
1056|9,153.213406
1056|4,153.898373
1056|3,146.251751
1056|1,77.084217
1056|2,163.616093
462|6,170.665260
462|5,171.554011
462|4,176.680763
462|3,176.263030
462|9,190.043210
462|10,191.446096
462|7,199.147406
462|8,198.447402
462|11,161.529889
462|12,169.087931
462|1,90.958284
462|2,161.653775
1159|8,152.282230
1159|7,152.965402
1159|5,160.072306
1159|6,159.725111
1159|11,146.250343
1159|12,151.893875
1159|9,153.837677
1159|10,154.513456
1159|4,153.544741
1159|3,151.898463
1159|1,81.573350
1159|2,158.438080
1197|7,133.444329
1197|8,132.897543
1197|6,140.762212
1197|5,107.030914
1197|12,133.265571
1197|10,141.811742
1197|9,140.336163
1197|3,161.602214
1197|4,164.348439
1197|11,133.661915
1197|1,81.359219
1197|2,125.700793
