id,eta_U_SAEM,eta_L_SAEM,eta_L_gap_SAEM,eta_h_SAEM,eta_f_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_L_gap_mode,eta_h_mode,eta_f_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,2.07913e-09,2.37504,-1.69945,0,0,0,0,1.33227e-15,1.39311,-2.06819,0,0,True,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-1.75584e-09,2.2132,-2.0167,0,0,0,0,-1.02141e-14,1.58067,-2.38045,0,0,True,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,2.36275e-09,1.68614,-2.0639,0,0,0,0,-1.02141e-14,1.13654,-2.31472,0,0,True,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,1.85336e-09,1.69072,-1.45952,0,0,0,0,-8.88178e-16,1.27087,-2.12316,0,0,True,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,-2.07508e-09,2.69654,-1.81925,0,0,0,0,-2.44249e-15,1.4792,-2.24194,0,0,True,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-4.28272e-09,2.45094,-1.81062,0,0,0,0,-2.22045e-15,1.52187,-2.23359,0,0,True,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,1.11237e-09,1.84127,-1.70416,0,0,0,0,-6.66134e-15,1.29913,-2.13989,0,0,True,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,1.80199e-09,1.77953,-1.64559,0,0,0,0,-8.88178e-16,1.18307,-2.20328,0,0,True,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,4.11989e-09,2.3895,-2.13142,0,0,0,0,3.9968e-15,1.50087,-2.45647,0,0,True,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,8.73836e-11,2.53264,-2.06762,0,0,0,0,5.77316e-15,1.52224,-2.28878,0,0,True,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,1.05431e-09,0.290718,-0.0203685,0,0,0,0,2.66454e-15,2.09635e-07,2.8237e-07,0,0,False,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,1.61909e-09,0.271531,0.285987,0,0,0,0,-3.10862e-15,-7.6302e-08,-3.9158e-07,0,0,False,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-4.14153e-10,0.124737,-0.12635,0,0,0,0,-2.22045e-15,2.89724e-07,2.72782e-07,0,0,False,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-2.39382e-09,0.0530669,0.479734,0,0,0,0,-2.22045e-15,1.49155e-07,6.90456e-08,0,0,False,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,2.65723e-09,-0.122515,0.0685805,0,0,0,0,-4.44089e-16,-4.14326e-07,-1.45632e-07,0,0,False,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-9.70947e-10,0.0623696,0.378822,0,0,0,0,3.9968e-15,3.74345e-08,-1.53853e-07,0,0,False,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,2.27075e-10,0.210778,0.211304,0,0,0,0,-1.33227e-15,2.21372e-07,1.06622e-07,0,0,False,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-5.45685e-10,-0.156499,-0.25042,0,0,0,0,3.9968e-15,-1.87939e-07,1.33672e-08,0,0,False,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,1.07144e-09,0.268248,-0.215151,0,0,0,0,1.33227e-15,-3.58574e-07,7.76394e-08,0,0,False,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-1.88489e-09,0.00363818,0.171718,0,0,0,0,-8.88178e-16,6.16296e-08,1.45718e-07,0,0,False,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,-1.13851e-09,-0.14943,-0.0445065,0,0,0,0,-2.22045e-15,1.63316e-07,-7.78352e-08,0,0,False,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-3.11024e-09,-0.149907,0.128091,0,0,0,0,5.77316e-15,2.10826e-08,4.85877e-08,0,0,False,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,8.13497e-10,0.01519,0.00784124,0,0,0,0,3.55271e-15,2.80228e-08,3.41727e-07,0,0,False,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,-2.34023e-09,0.0913157,-0.398299,0,0,0,0,6.21725e-15,1.56177e-07,5.97103e-08,0,0,False,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-3.84074e-09,-0.201231,-0.165503,0,0,0,0,4.44089e-16,1.62996e-07,-2.85822e-07,0,0,False,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-1.28412e-09,-0.205618,-0.125107,0,0,0,0,4.88498e-15,2.66066e-07,2.1291e-07,0,0,False,69.0|274,411
14|783|14|783|sample|3|71|3|71|6.0,0,0,1.12025e-09,1.79263,0.468217,0,0,0,0,-1.9984e-15,0.597478,-0.199464,0,0,True,6.0|71,783
