rep,id,eta_U,eta_L,eta_L_gap,eta_h,eta_f,eta_alpha,eta_k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,0,2.10509e-08,3.24118,0.402949,0,0,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,0,2.83457e-09,1.28761,-4.05306,0,0,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,0,9.07964e-10,3.45824,-1.89281,0,0,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,0,4.43429e-09,0.293245,-3.30629,0,0,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,0,1.50623e-09,2.64166,-2.63705,0,0,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,0,-1.8358e-08,4.00011,-2.18176,0,0,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,0,-1.26069e-08,1.4727,0.410284,0,0,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,0,-1.45602e-08,0.738552,1.03918,0,0,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,0,1.58248e-08,0.573179,-2.5339,0,0,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,0,1.72602e-08,3.10607,-2.65957,0,0,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,0,9.40154e-09,2.5085,-1.22553,0,0,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,0,-4.72863e-09,-0.917461,3.45564,0,0,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-6.72221e-09,-5.58188,-0.728548,0,0,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,0,1.86963e-08,-0.726159,2.57213,0,0,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,0,-5.70574e-09,-4.48327,-0.647847,0,0,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,0,-1.77355e-08,3.92271,-2.59849,0,0,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,0,2.14508e-09,3.07189,1.2441,0,0,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,0,7.74816e-09,-0.140282,2.78282,0,0,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,0,1.52849e-08,-3.3727,0.087304,0,0,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-2.7381e-08,-0.884366,1.46475,0,0,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,0,4.81433e-09,1.52529,2.69952,0,0,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,0,4.49614e-09,-1.90394,2.64356,0,0,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,0,1.55016e-08,-3.38039,-2.92049,0,0,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,0,9.007e-09,1.3495,-2.20911,0,0,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,0,-6.6441e-09,-0.193632,1.06055,0,0,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,0,-4.75454e-09,0.838738,-3.49475,0,0,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,0,0,-6.15115e-09,1.82096,1.45336,0,0,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,0,0,3.3955e-09,0.937097,-0.382314,0,0,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,0,0,2.35499e-08,1.89942,-0.572076,0,0,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,0,0,-1.98159e-08,0.708189,-2.48166,0,0,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,0,0,4.50109e-09,0.80233,0.175102,0,0,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,0,0,-1.71701e-08,2.0473,-2.6829,0,0,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,0,0,-1.25078e-08,1.83913,-0.686974,0,0,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,0,0,-1.44087e-08,2.12009,1.6267,0,0,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,0,0,-9.96374e-09,1.20777,-5.84771,0,0,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,0,0,3.34033e-08,3.50547,-3.66238,0,0,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,0,0,-4.64313e-09,-2.76295,0.0162125,0,0,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,0,0,9.66885e-09,-3.25014,-1.35419,0,0,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,0,0,1.7772e-08,0.945844,-1.53517,0,0,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,0,0,-1.39456e-08,1.17924,0.904481,0,0,False,69.0|71,783
