id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,-1.57564,0,0,-7.62784e-07,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,-1.16461,0,0,1.11942e-06,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,-5.06615,0,0,5.55715e-07,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,2.20261,0,0,-2.34665e-06,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,-2.39714,0,0,-1.48015e-07,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,-7.24445,0,0,-1.87146e-06,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,-1.75393,0,0,2.72952e-06,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,-2.92704,0,0,-3.0825e-06,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,-1.60216,0,0,-4.38003e-07,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,-2.30678,0,0,-3.18001e-06,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,-1.32748,0,0,-2.87977e-08,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0.324356,0,0,8.83797e-08,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,-3.72205,0,0,-3.09949e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,-1.32978,0,0,1.31884e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,2.90537,0,0,-3.44259e-08,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0.726652,0,0,3.06193e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0.319746,0,0,-2.99964e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,-2.21648,0,0,-7.37984e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,5.04782,0,0,-4.11437e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,-1.31406,0,0,8.96121e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0.663036,0,0,-1.60241e-06,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,-0.700125,0,0,3.25495e-08,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0,0,-0.364556,0,0,-1.14894e-06,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,0,0,0.567674,0,0,3.01773e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,0,0,1.03363,0,0,-1.3971e-06,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0,0,0.343463,0,0,-1.79798e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0,0,-1.32429,0,0,-3.6409e-07,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0,0,-3.37857,0,0,-1.71535e-06,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0,0,1.40231,0,0,-2.38382e-06,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0,0,-3.99007,0,0,6.1879e-07,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0,0,-1.14565,0,0,6.53705e-07,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0,0,-1.0619,0,0,-6.22651e-08,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0,0,-3.62651,0,0,9.41022e-07,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0,0,-4.3995,0,0,-3.18266e-06,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0,0,-2.08156,0,0,2.44e-06,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0,0,-1.05568,0,0,3.8316e-06,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,0,0,-1.5311,0,0,1.11454e-06,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,0,0,0.761644,0,0,-6.63437e-07,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0,0,0.0678037,0,0,4.19767e-07,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,0,0,-1.36196,0,0,-8.54128e-07,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,0,0,-0.180389,0,0,-2.04064e-07,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,0,0,1.34677,0,0,-5.90087e-07,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0,0,3.42133,0,0,-5.80253e-07,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0,0,2.46388,0,0,-6.83133e-07,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,0,0,-5.71591,0,0,-6.6839e-07,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,0,0,-2.09512,0,0,2.60432e-07,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,0,0,-0.434466,0,0,1.11463e-06,69.0|322,152
