id,eta_f_SAEM,eta_h_SAEM,eta_s_SAEM,eta_L_gap_SAEM,eta_f_mode,eta_h_mode,eta_s_mode,eta_L_gap_mode,mab_virus,run_id
9|411|9|411|sample|4|274|4|274|70.0,0,0,0,0.00658019,0,0,0,-4.03756e-06,70.0|274,411
9|411|9|411|sample|3|274|3|274|70.0,0,0,0,0.0211249,0,0,0,-5.86968e-06,70.0|274,411
9|411|9|411|sample|5|274|5|274|70.0,0,0,0,-0.0577686,0,0,0,1.62344e-06,70.0|274,411
9|411|9|411|sample|6|274|6|274|70.0,0,0,0,-0.00320905,0,0,0,4.00315e-06,70.0|274,411
9|411|9|411|sample|8|274|8|274|70.0,0,0,0,0.0243228,0,0,0,-7.93561e-06,70.0|274,411
9|411|9|411|sample|7|274|7|274|70.0,0,0,0,-0.00490356,0,0,0,-6.96851e-06,70.0|274,411
9|411|9|411|sample|9|274|9|274|70.0,0,0,0,-0.0615035,0,0,0,6.86897e-07,70.0|274,411
9|411|9|411|sample|10|274|10|274|70.0,0,0,0,-0.0502677,0,0,0,2.525e-06,70.0|274,411
9|411|9|411|sample|12|274|12|274|70.0,0,0,0,-0.0269617,0,0,0,-6.88169e-06,70.0|274,411
9|411|9|411|sample|11|274|11|274|70.0,0,0,0,-0.0289873,0,0,0,-6.45578e-06,70.0|274,411
9|411|9|411|cc|1|1|274|1|274|69.0,0,0,0,-0.0108631,0,0,0,4.06211e-07,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,0,0,0,-0.0733646,0,0,0,-4.70965e-07,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0,0,0,-0.016905,0,0,0,-1.29948e-07,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,0,0,0,-0.00838638,0,0,0,2.91449e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0,0,0,0.0518592,0,0,0,6.86617e-08,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0,0,0,0.0633142,0,0,0,-3.23426e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0,0,0,0.0788624,0,0,0,2.95339e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,0,0,0,0.00722837,0,0,0,-5.55386e-08,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,0,0,0,-0.044606,0,0,0,-4.39781e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,0,0,0,0.0118655,0,0,0,-5.31833e-08,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,0,0,0,0.077061,0,0,0,-2.56501e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,0,0,0,-0.0293398,0,0,0,5.91576e-08,69.0|274,411
