rep,id,eta_f,eta_h,eta_s,eta_L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0,3.2436e-09,0.768363,-1.32701e-08,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0,1.2862e-08,1.09399,-3.73577e-08,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0,9.4466e-10,0.781953,-1.3289e-07,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0,3.49382e-08,0.716846,1.4416e-08,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0,2.08129e-08,0.954933,1.02512e-07,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0,1.4063e-08,1.04653,6.76673e-08,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0,2.04703e-08,0.778929,-5.21701e-08,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0,-3.87772e-09,0.722223,-2.49442e-09,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0,1.96984e-08,1.0319,-3.21064e-08,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0,3.33047e-08,0.957537,1.77544e-08,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0,1.02855e-08,-0.612707,7.14318e-08,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0,-6.55621e-09,0.883326,4.17161e-08,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0,-2.54818e-08,0.186926,-2.01832e-08,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0,-1.95226e-08,-3.10653,-2.5364e-08,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0,1.19074e-08,1.6104,-4.67606e-08,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0,-2.72857e-09,0.490814,4.90286e-08,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0,-2.81891e-09,-1.25179,2.05952e-08,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0,9.95058e-09,1.90588,5.64143e-08,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0,6.31721e-09,2.90163,-3.7993e-08,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0,-1.55748e-08,-3.06035,-2.36265e-08,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0,-2.19471e-08,-1.8017,-1.2654e-07,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0,1.38801e-08,0.114599,6.82335e-08,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0,-1.41562e-08,3.0773,-5.99845e-08,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0,-9.76235e-09,4.38421,-7.47576e-08,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0,8.91816e-09,1.44313,-8.98614e-09,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0,3.182e-09,0.492981,-8.00834e-09,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0,-1.82231e-08,0.973816,5.3867e-08,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0,-5.14411e-09,0.922346,-2.79793e-08,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0,-1.5229e-08,0.857549,1.51619e-08,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0,6.5078e-09,0.91891,6.59048e-08,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0,1.84113e-08,1.5086,-1.9016e-08,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0,1.25184e-08,1.37308,-9.93129e-08,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0,8.68847e-09,1.39816,-1.19342e-07,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0,6.46379e-09,1.32135,1.43266e-08,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0,8.57589e-09,1.12829,-3.37005e-08,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0,-1.22366e-08,1.03494,6.28942e-08,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0,7.23516e-09,-0.530485,-8.32451e-08,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0,5.19847e-09,1.08267,5.76954e-08,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0,-1.31685e-08,1.07501,-1.44275e-07,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0,6.81922e-09,-1.42727,1.37045e-07,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0,1.44292e-09,-2.52748,7.79655e-08,69.0|322,152
1,8|152|8|152|cc|6|1|322|1|322|69.0,0,4.85309e-10,3.90832,-3.71837e-09,69.0|322,152
1,8|152|8|152|cc|7|1|322|1|322|69.0,0,-5.34508e-09,0.99426,-4.83747e-08,69.0|322,152
1,8|152|8|152|cc|8|1|322|1|322|69.0,0,1.02589e-08,0.194605,1.85426e-08,69.0|322,152
1,8|152|8|152|vc|1|2|322|2|322|69.0,0,-5.31658e-09,-1.89114,-3.65305e-08,69.0|322,152
