rep,id,L_gap,m,e,alpha,k,goes_down,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,1.02273,0.786429,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,1.02273,1.04358,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,1.02273,0.524764,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,1.02273,0.668255,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,1.02273,0.973982,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,1.02273,0.8242,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,1.02273,0.516169,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,1.02273,0.45403,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,1.02273,0.938166,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,1.02273,0.999065,0.130336,0.465513,1.1022,True,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,-0.203721,3.29957,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,-0.203721,-1.68783,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,-0.203721,-0.379198,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,-0.203721,-6.54984,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,-0.203721,1.07429,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,-0.203721,-1.7172,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,-0.203721,6.90842,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,-0.203721,6.65523,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,-0.203721,-1.41692,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,-0.203721,-1.20952,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,-0.203721,5.27543,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,-0.203721,-5.76285,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,-0.203721,1.63044,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,-0.203721,3.26006,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,-0.203721,-0.180019,0.130336,0.465513,1.1022,False,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,-0.203721,-0.221099,0.130336,0.465513,1.1022,False,69.0|274,411
1,14|783|14|783|sample|3|71|3|71|6.0,-1.13148,0.101261,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|4|71|4|71|6.0,-1.13148,0.0764195,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|5|71|5|71|6.0,-1.13148,0.280118,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|6|71|6|71|6.0,-1.13148,0.264058,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|7|71|7|71|6.0,-1.13148,2.18712,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|8|71|8|71|6.0,-1.13148,2.11161,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|10|71|10|71|6.0,-1.13148,0.172768,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|9|71|9|71|6.0,-1.13148,0.163389,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|12|71|12|71|6.0,-1.13148,5.97634,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|sample|11|71|11|71|6.0,-1.13148,4.82368,0.130336,0.465513,2.3151,True,6.0|71,783
1,14|783|14|783|cc|1|1|71|1|71|69.0,-1.04628,-0.54141,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|cc|2|1|71|1|71|69.0,-1.04628,-2.13257,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|cc|3|1|71|1|71|69.0,-1.04628,1.50445,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|cc|4|1|71|1|71|69.0,-1.04628,5.7675,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|cc|5|1|71|1|71|69.0,-1.04628,-0.198392,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|cc|6|1|71|1|71|69.0,-1.04628,-5.27859,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|cc|7|1|71|1|71|69.0,-1.04628,-2.29829,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|cc|8|1|71|1|71|69.0,-1.04628,1.99552,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|1|2|71|2|71|69.0,-1.04628,2.41286,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|2|2|71|2|71|69.0,-1.04628,-0.941297,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|3|2|71|2|71|69.0,-1.04628,0.911991,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|4|2|71|2|71|69.0,-1.04628,9.56181,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|5|2|71|2|71|69.0,-1.04628,-1.09969,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|6|2|71|2|71|69.0,-1.04628,10.8032,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|7|2|71|2|71|69.0,-1.04628,-3.8663,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|783|14|783|vc|8|2|71|2|71|69.0,-1.04628,0.79039,0.130336,0.465513,2.3151,False,69.0|71,783
1,14|491|14|491|sample|10|99|10|99|6.0,-1.07737,3.03546,0.130336,0.465513,1.1022,True,6.0|99,491
1,14|491|14|491|sample|9|99|9|99|6.0,-1.07737,4.39465,0.130336,0.465513,1.1022,True,6.0|99,491
1,14|491|14|491|sample|12|99|12|99|6.0,-1.07737,1.94168,0.130336,0.465513,1.1022,True,6.0|99,491
1,14|491|14|491|sample|11|99|11|99|6.0,-1.07737,1.24557,0.130336,0.465513,1.1022,True,6.0|99,491
1,14|491|14|491|sample|4|99|4|99|44.0,5.45297,2.39881,0.130336,0.465513,1.1022,True,44.0|99,491
1,14|491|14|491|sample|3|99|3|99|44.0,5.45297,1.55391,0.130336,0.465513,1.1022,True,44.0|99,491
1,14|491|14|491|sample|6|99|6|99|44.0,5.45297,1.12818,0.130336,0.465513,1.1022,True,44.0|99,491
1,14|491|14|491|sample|5|99|5|99|44.0,5.45297,1.10089,0.130336,0.465513,1.1022,True,44.0|99,491
1,14|491|14|491|sample|7|99|7|99|63.0,-2.67267,4.9889,0.130336,0.465513,1.1022,True,63.0|99,491
1,14|491|14|491|sample|8|99|8|99|63.0,-2.67267,3.69461,0.130336,0.465513,1.1022,True,63.0|99,491
1,14|491|14|491|cc|1|1|99|1|99|69.0,1.4191,-1.69847,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|cc|2|1|99|1|99|69.0,1.4191,-3.73785,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|cc|3|1|99|1|99|69.0,1.4191,-0.0722091,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|cc|4|1|99|1|99|69.0,1.4191,-4.40203,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|cc|5|1|99|1|99|69.0,1.4191,2.19533,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|cc|6|1|99|1|99|69.0,1.4191,-1.58921,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|cc|7|1|99|1|99|69.0,1.4191,-2.26266,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|cc|8|1|99|1|99|69.0,1.4191,-4.45568,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|1|2|99|2|99|69.0,1.4191,2.71611,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|2|2|99|2|99|69.0,1.4191,-2.22558,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|3|2|99|2|99|69.0,1.4191,2.02152,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|4|2|99|2|99|69.0,1.4191,0.922426,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|5|2|99|2|99|69.0,1.4191,7.26023,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|6|2|99|2|99|69.0,1.4191,0.115704,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|7|2|99|2|99|69.0,1.4191,5.43012,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|491|14|491|vc|8|2|99|2|99|69.0,1.4191,-4.35687,0.130336,0.465513,1.1022,False,69.0|99,491
1,14|433|14|433|sample|4|99|4|99|6.0,-1.07737,1.58281,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|3|99|3|99|6.0,-1.07737,1.44436,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|6|99|6|99|6.0,-1.07737,0.604349,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|5|99|5|99|6.0,-1.07737,0.673546,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|8|99|8|99|6.0,-1.07737,7.64693,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|7|99|7|99|6.0,-1.07737,8.55552,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|10|99|10|99|6.0,-1.07737,1.43767,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|9|99|9|99|6.0,-1.07737,1.27242,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|11|99|11|99|6.0,-1.07737,0.649043,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|sample|12|99|12|99|6.0,-1.07737,0.752746,0.130336,0.465513,1.1022,True,6.0|99,433
1,14|433|14|433|cc|1|1|99|1|99|69.0,1.4191,1.5901,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|cc|2|1|99|1|99|69.0,1.4191,1.12753,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|cc|3|1|99|1|99|69.0,1.4191,-7.22031,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|cc|4|1|99|1|99|69.0,1.4191,-1.66663,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|cc|5|1|99|1|99|69.0,1.4191,7.52858,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|cc|6|1|99|1|99|69.0,1.4191,0.194105,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|cc|7|1|99|1|99|69.0,1.4191,0.00373269,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|cc|8|1|99|1|99|69.0,1.4191,-3.0714,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|1|2|99|2|99|69.0,1.4191,-3.10648,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|2|2|99|2|99|69.0,1.4191,3.36975,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|3|2|99|2|99|69.0,1.4191,-0.441935,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|4|2|99|2|99|69.0,1.4191,5.32689,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|5|2|99|2|99|69.0,1.4191,1.17975,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|6|2|99|2|99|69.0,1.4191,-4.48259,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|7|2|99|2|99|69.0,1.4191,-3.46714,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|433|14|433|vc|8|2|99|2|99|69.0,1.4191,-10.2107,0.130336,0.465513,1.1022,False,69.0|99,433
1,14|297|14|297|sample|3|71|3|71|6.0,-1.13148,0.820142,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|4|71|4|71|6.0,-1.13148,0.699343,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|5|71|5|71|6.0,-1.13148,6.24088,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|6|71|6|71|6.0,-1.13148,4.87644,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|8|71|8|71|6.0,-1.13148,2.49199,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|7|71|7|71|6.0,-1.13148,3.20117,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|9|71|9|71|6.0,-1.13148,5.598,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|10|71|10|71|6.0,-1.13148,5.80477,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|12|71|12|71|6.0,-1.13148,0.441232,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|sample|11|71|11|71|6.0,-1.13148,0.376783,0.130336,0.465513,1.1022,True,6.0|71,297
1,14|297|14|297|cc|1|1|71|1|71|69.0,-1.04628,-0.874246,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|cc|2|1|71|1|71|69.0,-1.04628,1.4059,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|cc|3|1|71|1|71|69.0,-1.04628,0.75815,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|cc|4|1|71|1|71|69.0,-1.04628,-4.16189,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|cc|5|1|71|1|71|69.0,-1.04628,-1.38439,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|cc|6|1|71|1|71|69.0,-1.04628,7.38977,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|cc|7|1|71|1|71|69.0,-1.04628,4.59556,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|cc|8|1|71|1|71|69.0,-1.04628,-0.321929,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|1|2|71|2|71|69.0,-1.04628,1.56828,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|2|2|71|2|71|69.0,-1.04628,8.71019,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|3|2|71|2|71|69.0,-1.04628,5.06142,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|4|2|71|2|71|69.0,-1.04628,-2.09675,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|5|2|71|2|71|69.0,-1.04628,5.21217,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|6|2|71|2|71|69.0,-1.04628,-0.45811,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|7|2|71|2|71|69.0,-1.04628,-6.59479,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|297|14|297|vc|8|2|71|2|71|69.0,-1.04628,10.0833,0.130336,0.465513,1.1022,False,69.0|71,297
1,14|183|14|183|sample|4|233|4|233|6.0,-0.0545258,1.12152,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|3|233|3|233|6.0,-0.0545259,1.03436,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|6|233|6|233|6.0,-0.0545259,1.09379,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|5|233|5|233|6.0,-0.0545258,0.981165,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|7|233|7|233|6.0,-0.0545258,1.08118,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|8|233|8|233|6.0,-0.0545258,0.424247,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|10|233|10|233|6.0,-0.0545258,1.73559,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|9|233|9|233|6.0,-0.0545259,1.80469,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|12|233|12|233|6.0,-0.0545258,0.511822,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|sample|11|233|11|233|6.0,-0.0545258,0.495675,0.130336,0.0157003,1.10222,True,6.0|233,183
1,14|183|14|183|cc|1|1|233|1|233|69.0,-0.183559,0.400677,0.130336,0.0157003,1.10222,False,69.0|233,183
1,14|183|14|183|cc|2|1|233|1|233|69.0,-0.183559,3.95819,0.130336,0.0157003,1.10222,False,69.0|233,183
1,14|183|14|183|cc|3|1|233|1|233|69.0,-0.183559,-0.891049,0.130336,0.0157003,1.10222,False,69.0|233,183
1,14|183|14|183|cc|4|1|233|1|233|69.0,-0.183559,3.19282,0.130336,0.0157003,1.10222,False,69.0|233,183
1,14|183|14|183|cc|5|1|233|1|233|69.0,-0.183559,-3.45462,0.130336,0.0157003,1.10222,False,69.0|233,183
