rep,id,f,h,s,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.482847,1.60832,0.944477,-2.44377,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.482847,1.60832,0.944477,0.745397,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.482847,1.60832,0.944477,0.890859,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.482847,1.60832,0.944477,2.89545,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.482847,1.60832,0.944477,1.27909,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.482847,1.60832,0.944477,-3.19411,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.482847,1.60832,0.944477,0.324628,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.482847,1.60832,0.944477,5.89266,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.482847,1.60832,0.944477,0.59602,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.482847,1.60832,0.944477,0.302198,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.482847,1.32406,0.910774,2.90431,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.482847,1.32406,0.910774,0.580636,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.482847,1.32406,0.910774,3.52594,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.482847,1.32406,0.910774,-7.68318,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.482847,1.32406,0.910774,3.36843,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,0.482847,1.32406,0.910774,-1.03272,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.482847,1.32406,0.910774,-2.73528,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.482847,1.32406,0.910774,0.128408,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.482847,1.32406,0.910774,-1.10173,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.482847,1.32406,0.910774,0.548869,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.482847,1.32406,0.910774,-1.4329,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.482847,1.32406,0.910774,4.4785,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.482847,1.32406,0.910774,2.60556,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.482847,1.32406,0.910774,-3.53322,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.482847,1.32406,0.910774,-1.55979,69.0|274,411
1,9|411|9|411|vc|8|2|274|2|274|69.0,0.482847,1.32406,0.910774,3.76938,69.0|274,411
1,8|152|8|152|sample|8|322|8|322|65.0,0.111041,1.05557,0.910783,-2.83998,65.0|322,152
1,8|152|8|152|sample|7|322|7|322|65.0,0.111041,1.05557,0.910783,1.61458,65.0|322,152
1,8|152|8|152|sample|6|322|6|322|65.0,0.111041,1.05557,0.910783,6.25678,65.0|322,152
1,8|152|8|152|sample|5|322|5|322|65.0,0.111041,1.05557,0.910783,-2.67619,65.0|322,152
1,8|152|8|152|sample|12|322|12|322|28.0,0.111041,1.46747,0.910783,-6.14855,28.0|322,152
1,8|152|8|152|sample|11|322|11|322|28.0,0.111041,1.46747,0.910783,-3.35945,28.0|322,152
1,8|152|8|152|sample|10|322|10|322|28.0,0.111041,1.46747,0.910783,0.429767,28.0|322,152
1,8|152|8|152|sample|9|322|9|322|28.0,0.111041,1.46747,0.910783,-2.40749,28.0|322,152
1,8|152|8|152|sample|3|322|3|322|22.0,0.111041,1.11026,0.910782,0.796985,22.0|322,152
1,8|152|8|152|sample|4|322|4|322|22.0,0.111041,1.11026,0.910782,2.00118,22.0|322,152
1,8|152|8|152|cc|1|1|322|1|322|69.0,0.111041,0.287054,0.910783,0.258713,69.0|322,152
1,8|152|8|152|cc|2|1|322|1|322|69.0,0.111041,0.287054,0.910783,0.746046,69.0|322,152
1,8|152|8|152|cc|3|1|322|1|322|69.0,0.111041,0.287054,0.910783,0.0278038,69.0|322,152
1,8|152|8|152|cc|4|1|322|1|322|69.0,0.111041,0.287054,0.910783,1.38728,69.0|322,152
1,8|152|8|152|cc|5|1|322|1|322|69.0,0.111041,0.287054,0.910783,-1.30061,69.0|322,152
