rep,id,f,h,L_gap,mab_virus,run_id
1,9|411|9|411|sample|4|274|4|274|70.0,0.519357,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|3|274|3|274|70.0,0.29515,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|5|274|5|274|70.0,0.545091,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|6|274|6|274|70.0,0.67061,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|8|274|8|274|70.0,0.45851,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|7|274|7|274|70.0,0.397278,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|9|274|9|274|70.0,0.599265,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|10|274|10|274|70.0,0.542744,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|12|274|12|274|70.0,0.425349,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|sample|11|274|11|274|70.0,0.47717,1.57194,-2377.12,70.0|274,411
1,9|411|9|411|cc|1|1|274|1|274|69.0,0.0189737,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|cc|2|1|274|1|274|69.0,0.354301,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|cc|3|1|274|1|274|69.0,0.230098,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|cc|4|1|274|1|274|69.0,0.487663,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|cc|5|1|274|1|274|69.0,0.0926813,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|cc|6|1|274|1|274|69.0,1.2325,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|cc|7|1|274|1|274|69.0,0.0675822,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|cc|8|1|274|1|274|69.0,0.104525,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|vc|1|2|274|2|274|69.0,0.352781,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|vc|2|2|274|2|274|69.0,0.554229,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|vc|3|2|274|2|274|69.0,0.0183506,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|vc|4|2|274|2|274|69.0,0.0637889,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|vc|5|2|274|2|274|69.0,0.0239929,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|vc|6|2|274|2|274|69.0,0.0371668,1.57194,-2377.12,69.0|274,411
1,9|411|9|411|vc|7|2|274|2|274|69.0,0.00841788,1.57194,-2377.12,69.0|274,411
